//Version																																																																																																																																																																																	
//몬스터NPC스크립트_Ch																																//**근거리11.522.5					**공격속도입력시주의사항프레임/30*1000+1000																														**어그로확률일반/리더:50중보스/보스:50																																																																																																														
//최초작업자		이정환															//10001~11000:NPC															//**원거리61014					//**달리는속도:357911																									쏘니바인 디버프 Seed 값																																																																																																																			
//최종작업자		강경란															크리티컬 Seed 값																																													1	일반	0																																																																																																																	
//최종수정일자		2009-04-22 11:44															1	일반	3																																											2	정예	10																																																								//아이템드랍율1이면추가아이템드롭발생																																																									
//																	3	리더	5																																											3	리더	5																																																								//드랍확율은총합이10000이하가될것																																																									
//																	2	정예	7																																											4	캡틴	15																																																																		//아이템드랍율1이면추가아이템드롭발생										//아이템드랍율1이면추가아이템드롭발생																																					
//일반																	4	캡틴	9																																											5	보스	20			**스킬입력시스킬사용주기시간값입력필요																																																				//드롭방식선택											//드랍확율은총합이10000이하가될것										//드랍확율은총합이10000이하가될것																																					
//변경후																	5	보스	11																																											9	럭키	50			//어그로확률은AITypeInfo에있음																																																				//0 : 기존에 필드+배틀존 둘다 한번에 설정하는 파라미터 사용																																																										
//1.4	//파서작업에서 잠시 제외_정동일																9	럭키	13																																																																																																				//1 : 신규로 추가 된 필드 따로 배틀존 따로 설정하는 파라미터 사용																														//	퀘스트Drop																											
//파라메타 업데이트 버전 정보						0815-수식추가	904			815																																1.0.0.1	1.0.0.1	0.8.1.9			1.0.0.3																																																																																																									812	812	812	812	812	812	812	812																		
//	몬스터ID	이름	레벨	표시레벨	HP	MP최대치	최대SD	몬스터네임코드	몬스터이미지코드	NPC장비이미지	등급분류(일반/보스)	경험치적용	크기	AI타입	찾기가능여부	일반공격의속성	크리티컬확률	최소공격력	최대공격력	방어력	마법방어	몬스터계열	물저항력	불저항력	바람저항력	대지저항력	공성	회피	공격타입	아머타입	몬스터바디사이즈	공격거리	시야범위	이동거리	걷는속도	달리는속도	공격속도(물리/마법)	공격속도2	공격1발사체	공격2발사체	점프	타격이펙트코드	타격크리이펙트코드	스폰이펙트코드	스폰애니	스폰시간	부활대기시간	적대성향	이동성향	이동영역ID	몬스터상황조건1	몬스터상황조건1수치	특수행동1Type	행동코드파라미터1	특수행동1수치/확률	몬스터상황조건2	몬스터상황조건수치2	특수행동2Type	행동코드파라미터2	특수행동2수치/확률	상태코드입력1	디버프확률1	디버프이펙트코드1	상태코드입력2	디버프확률2	디버프이펙트코드2	어그로확률	스킬조건체크주기시간	부활조건	부활조건파리미터	부활확률	부활종류	부활애니딜레이시간	힐조건	힐조건파라미터	힐확률	힐종류	힐딜레이시간	소환조건	소환조건파라미터	소환확률	소환종류	소환딜레이시간	스킬사용확률	사용스킬id1	스킬사용확률	스킬1딜레이시간	사용스킬id2	스킬사용확률	스킬2딜레이시간	사용스킬id3	스킬사용확률	스킬3딜레이시간	사용스킬id4	스킬사용확률	스킬4딜레이시간	사용스킬id5	스킬사용확률	스킬5딜레이시간	사용스킬id6	스킬사용확률	스킬6딜레이시간	사용스킬id7	스킬사용확률	스킬7딜레이시간	사용스킬id8	스킬사용확률	스킬8딜레이시간	사용스킬id9	스킬사용확률	스킬9딜레이시간	사용스킬id10	스킬사용확률	스킬10딜레이시간	증오스킬	복수스킬	사용확률	소유권	드롭방식선택	배틀존+필드 Drop 설정										필드 Drop 설정										배틀존 Drop 설정										퀘스트ID1	퀘스트Drop1	퀘스트ID2	퀘스트Drop2	퀘스트ID3	퀘스트Drop3	퀘스트ID4	퀘스트Drop4	퀘스트ID5	퀘스트Drop5	AC코드	AC참조방식	특수옵션ID1	옵션1파라미터	특수옵션ID2	옵션2파라미터												
	MonsterCode	Name	Level	DisplayLevel	MaxHP	MaxMP	MaxSD	NCode	ICode	NPCImageIndex	Grade	GradeExpRatio	Size	AICode	FindNPC	AttType	CriticalRatio	MinAttackPower	MaxAttackPower	PhyDef	MagicDef	Class	WaterResist	FireResist	WindResist	EarthResist	PhyAttRate	PhyAttAvoid	MeleeType	ArmorType	BodyRadius	AttRange	ViewRange	MoveRange	WalkSpeed	RunSpeed	AttSpeed	AttSpeed2	ProjectileCode	ProjectileCode2	JumpRatio	AttackEffectCode	AttackCriticalEffectCode	SpawnEffectCode	SpawnAniCode	SpawnAniTime	DeadWaitingTime	Attitude	MoveAttitude	MoveAreaID	MonsterCondition1	MonsterConditionParam1	ActionType1	ActionParam1	ActionRate1	MonsterCondition2	MonsterConditionParam2	ActionType2	ActionParam2	ActionRate2	StateCode1	ConditionRatio1	ConditionEffectCode1	StateCode2	ConditionRatio2	ConditionEffectCode2	ChangeTargetRatio	SkillUpdateTime	ReviveCondition	ReviveConditionParam	ReviveRate	ReviveCode	ReviveDelay	HealCondition	HealConditionParam	HealRate	HealCode	HealDelay	SummonCondition	SummonConditionParam	SummonRate	SummonCode	SummonDelay	SkillUsePossible	SkillCode1	SkillRate1	SkillDelay1	SkillCode2	SkillRate2	SkillDelay2	SkillCode3	SkillRate3	SkillDelay3	SkillCode4	SkillRate4	SkillDelay4	SkillCode5	SkillRate5	SkillDelay5	SkillCode6	SkillRate6	SkillDelay6	SkillCode7	SkillRate7	SkillDelay7	SkillCode8	SkillRate8	SkillDelay8	SkillCode9	SkillRate9	SkillDelay9	SkillCode10	SkillRate10	SkillDelay10	HateSkill	RevengeSkill	RevengeRate	DropOwnership	Region	DropIndex1	DropIndex2	DropIndex3	DropIndex4	DropIndex5	DropIndex6	DropIndex7	DropIndex8	DropIndex9	DropIndex10	FieldDropIndex1	FieldDropIndex2	FieldDropIndex3	FieldDropIndex4	FieldDropIndex5	FieldDropIndex6	FieldDropIndex7	FieldDropIndex8	FieldDropIndex9	FieldDropIndex10	BattleDropIndex1	BattleDropIndex2	BattleDropIndex3	BattleDropIndex4	BattleDropIndex5	BattleDropIndex6	BattleDropIndex7	BattleDropIndex8	BattleDropIndex9	BattleDropIndex10	QuestCode1	QuestDropIndex1	QuestCode2	QuestDropIndex2	QuestCode3	QuestDropIndex3	QuestCode4	QuestDropIndex4	QuestCode5	QuestDropIndex5	ACCode	ACReferenceID	OptionID1	OptionParam1	OptionID2	OptionParam2	DEST	ACT1	P1	ACT2	P2	ACT3	P3	ACT4	P4	ACT5	P5	FieldEnd
	1273	제국군보급병	20	20	484	387	0	18195	40131	0	1	1.1	80	1	0	2	7	41	50	136	125	8	0	0	0	0	341	49	1	2	0.8	10.5	15	1	0.85	7	2567	2567	3	3	0	0	0	0	zzzz	2833	20000	1	0	0	1	80	1	0	0	0	0	0	0	0	219	8	K680	0	0	NULL	50	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60020	75020	0	0	0	20086	0	11051	80020	0	60020	70020	0	0	0	20086	0	11051	80020	0	669	56024	670	56025	671	56026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	혼란의통로														0			0	0	0	0						150	3														0	0				20000																																												0	0	0	0	0	0	0	0	0																																																																														
	1301	얕은수로구울(구울)	25	25	568	454	0	15228	40212	0	1	1.1	80	1	0	1	8	48	60	153	141	5	0	0	0	0	350	53	2	5	0.8	2	13	1	0.3	5	2967	2833	0	0	0	0	0	0	N999	2733	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	10	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60025	75025	0	0	0	20086	0	11051	80025	0	60025	70025	0	0	0	20086	0	11051	80025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1302	얕은수로부패된구울	25	25	1008	806	0	15227	50212	0	3	2.6	100	1	0	1	10	72	89	153	141	5	0	0	0	0	350	53	2	5	0.8	2	13	1	0.3	5	2967	2833	0	0	0	0	0	0	N999	2733	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	15	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62025	77025	0	0	0	20086	0	11051	82025	0	62025	72025	0	0	0	20086	0	11051	82025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1303	얕은수로구울대장	26	26	3167	2534	0	15294	50212	0	2	5.1	130	1	0	1	12	82	101	185	159	5	0	0	0	0	410	55	2	5	0.8	2	13	1	0.3	5	2967	2833	0	0	0	0	0	0	N999	2733	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	20	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61026	76026	0	0	0	20086	0	11051	81026	0	61026	71026	0	0	0	20086	0	11051	81026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1304	임시캠프일반	26	26	551	441	0	15222	40221	0	1	1.1	80	1	0	2	8	47	58	159	146	5	0	0	0	0	394	63	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	10	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60026	75026	0	0	0	20086	0	11051	80026	0	60026	70026	0	0	0	20086	0	11051	80026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1305	임시캠프리더	26	26	977	782	0	15221	40244	0	3	2.6	100	1	0	2	10	71	86	159	146	5	0	0	0	0	394	63	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	15	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62026	77026	0	0	0	20086	0	11051	82026	0	62026	72026	0	0	0	20086	0	11051	82026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1306	길잃은영혼거스(해골궁수)	27	27	3067	2454	0	15229	40245	0	2	5.1	130	1	0	2	12	80	97	192	165	5	0	0	0	0	462	66	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	20	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61027	76027	0	0	0	20086	0	11051	81027	0	61027	71027	0	0	0	20086	0	11051	81027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1307	거친통로해골(해골궁수)	27	27	570	456	0	15232	40221	0	1	1.1	80	1	0	2	8	49	60	165	152	5	0	0	0	0	403	66	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	10	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60027	75027	0	0	0	20086	0	11051	80027	0	60027	70027	0	0	0	20086	0	11051	80027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1308	거친통로버려진해골	27	27	1010	808	0	15231	40244	0	3	2.6	100	1	0	2	10	72	89	165	152	5	0	0	0	0	403	66	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	15	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62027	77027	0	0	0	20086	0	11051	82027	0	62027	72027	0	0	0	20086	0	11051	82027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1309	하트만	28	28	3173	2538	0	15230	40245	0	2	5.1	130	1	0	2	12	82	100	199	171	5	0	0	0	0	473	68	1	2	0.8	6.5	15	1	0.2	5	2767	2767	3	3	0	0	0	A648	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	21	K680	0	0	NULL	50	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61028	76028	0	0	0	20086	0	11051	81028	0	61028	71028	0	0	0	20086	0	11051	81028	0	394	56007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	엄숙한복도														0			0	0	0	0						150	3														0	0				20000																																												0	0	0	0	0	0	0	0	0																																																																														
	1351	낡은지하보초병(해골보병)	29	29	737	590	0	15293	40223	0	1	1.1	80	1	0	1	8	49	60	178	163	5	0	0	0	0	382	61	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	11	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60029	75029	0	0	0	20086	0	11051	80029	0	60029	70029	0	0	0	20086	0	11051	80029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1352	낡은지하정찰병	29	29	1304	1043	0	15292	40247	0	3	2.6	100	1	0	1	10	72	89	178	163	5	0	0	0	0	382	61	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	16	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62029	77029	0	0	0	20086	0	11051	82029	0	62029	72029	0	0	0	20086	0	11051	82029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1353	케오르니쉬	30	30	4095	3276	0	15291	40248	0	2	5.1	130	1	0	1	13	81	99	214	184	5	0	0	0	0	450	63	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	22	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61030	76030	0	0	0	20087	0	11051	81030	0	61030	71030	0	0	0	20087	0	11051	81030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1354	해골묘지기(해골보병)	30	30	760	608	0	15241	40223	0	1	1.1	80	1	0	1	9	51	63	184	169	5	0	0	0	0	390	63	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	12	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60030	75030	0	0	0	20087	0	11051	80030	0	60030	70030	0	0	0	20087	0	11051	80030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1355	우두머리묘지기	30	30	1345	1076	0	15240	40247	0	3	2.6	100	1	0	1	11	75	91	184	169	5	0	0	0	0	390	63	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	17	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62030	77030	0	0	0	20087	0	11051	82030	0	62030	72030	0	0	0	20087	0	11051	82030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1356	경건한마누엘	31	31	4223	3378	0	15239	40248	0	2	5.1	130	1	0	1	13	84	102	221	189	5	0	0	0	0	460	65	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	22	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61031	76031	0	0	0	20087	0	11051	81031	0	61031	71031	0	0	0	20087	0	11051	81031	0	860	50821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	녹슨수문의지하수로														0			0	0	0	0						150	3														0	0				20000																																												0	0	0	0	0	0	0	0	0																																																																														
	1401	악취나는정찰병	31	31	783	626	0	15235	40223	0	1	1.1	80	1	0	1	9	53	64	189	174	5	0	0	0	0	398	65	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	12	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60031	75031	0	0	0	20087	0	11051	80031	0	60031	70031	0	0	0	20087	0	11051	80031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1402	악취나는정찰대장	31	31	1386	1109	0	15234	40247	0	3	2.6	100	1	0	1	11	77	94	189	174	5	0	0	0	0	398	65	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	17	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62031	77031	0	0	0	20087	0	11051	82031	0	62031	72031	0	0	0	20087	0	11051	82031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1403	부패한쿠노	32	32	4352	3482	0	15233	40248	0	2	5.1	130	1	0	1	13	86	106	227	196	5	0	0	0	0	470	67	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	22	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61032	76032	0	0	0	20087	0	11051	81032	0	61032	71032	0	0	0	20087	0	11051	81032	0	861	50822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1404	익사한정찰병	32	32	807	646	0	15238	40223	0	1	1.1	80	1	0	1	9	54	66	196	180	5	0	0	0	0	406	67	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	12	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60032	75032	0	0	0	20087	0	11051	80032	0	60032	70032	0	0	0	20087	0	11051	80032	0	862	50823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1405	익사한정찰대장	32	32	1427	1142	0	15237	40247	0	3	2.6	100	1	0	1	11	80	98	196	180	5	0	0	0	0	406	67	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	17	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62032	77032	0	0	0	20087	0	11051	82032	0	62032	72032	0	0	0	20087	0	11051	82032	0	862	50824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1406	허무의에곤	33	33	4481	3585	0	15236	40248	0	2	5.1	130	1	0	1	13	89	108	234	202	5	0	0	0	0	480	69	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	23	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61033	76033	0	0	0	20087	0	11051	81033	0	61033	71033	0	0	0	20087	0	11051	81033	0	862	50825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	서쪽미로의지하수로														0			0	0	0	0						150	3														0	0				20000																																												0	0	0	0	0	0	0	0	0																																																																														
	1451	수로감시병	34	34	854	683	0	15245	40223	0	1	1.1	80	1	0	1	9	58	71	208	191	5	0	0	0	0	422	71	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	13	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	60034	75034	0	0	0	20087	0	11051	80034	0	60034	70034	0	0	0	20087	0	11051	80034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1452	검은수로감시병	35	35	1549	1239	0	15244	40247	0	3	2.6	100	1	0	1	12	86	106	215	197	5	0	0	0	0	430	73	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	19	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	62035	77035	0	0	0	20087	0	11051	82035	0	62035	72035	0	0	0	20087	0	11051	82035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1453	검은수로감시자	35	35	4738	3790	0	15243	40248	0	2	5.1	130	1	0	1	14	93	114	249	215	5	0	0	0	0	500	73	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	24	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	61035	76035	0	0	0	20087	0	11051	81035	0	61035	71035	0	0	0	20087	0	11051	81035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	1454	검은수로감시대장	36	36	8166	6533	0	20138	40249	0	4	10.1	150	1	0	1	16	106	130	256	221	5	0	0	0	0	510	93	3	2	0.8	1.5	13	1	0.6	3	2333	2333	0	0	0	0	0	0	N999	2833	20000	2	2	0	1	80	1	0	0	0	0	0	0	0	219	29	K680	0	0	NULL	50	4000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	15401	50	1700	15411	50	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	1	0	0	0	0	0	0	0	0	0	0	63036	78036	63036	0	0	20087	0	11051	83036	0	63036	73036	63036	0	0	20087	0	11051	83036	0	0	0	0	0	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
