//Skillinfo 스크립트								"무기 애니 사용 시, 무기제한 설정"														스킬 속성 표기											0 플레이어	1 버서커					타겟지정대상							범위 형태						어빌리티 적용				타입설정 or 수치입력						어빌리티 적용										어빌리티 적용										어빌리티 적용										어빌리티 적용										
//Version :	1.0.6.3							-1	동일한 애니를 사용 할 경우													409	스타일										1 몬스터	2 드래곤					1 : 적							1 : 타겟 1						1 : 적단수		0. 전체		1. 수치						1 : 적단수										1 : 적단수										1 : 적단수										1 : 적단수										
//최정업데이트 :	오후 05:06 2009-07-29							0	없음													11236	근거리물리										2 일반 NPC	3 섀도우					2 : 아군							2 : 전방 120						2 : 아군단수		1. 근거리 물리		2. 현재치 대비 비율						2 : 아군단수										2 : 아군단수										2 : 아군단수										2 : 아군단수										
//	오후 05:06 2009-07-29							1	버서커 양손도끼													11237	원거리물리										3 소환체	4 발키리					3 : 자신							3 : 전방 160						3 : 지정지점범위내적군		2. 원거리 물리		3. 최대치 대비 비율						3 : 지정지점범위내적군										3 : 지정지점범위내적군										3 : 지정지점범위내적군										3 : 지정지점범위내적군										
//								2	버서커 양손검													11238	보조기능										4 용병	5 매지션					4 : 범위							4 : 주변 360						4 : 지정지점범위내아군		3. 물		4. 상대 방어력						4 : 지정지점범위내아군										4 : 지정지점범위내아군										4 : 지정지점범위내아군										4 : 지정지점범위내아군										
//								3	드래곤나이트 한손검													11239	강화										5 액션	7 드래곤(변신1차)					5 : 시체(아군)							5 : 관통(본인과 타켓 사이 안의 PC/NPC)						5 : 자기 중심 범위내 적군		4. 불								5 : 자기 중심 범위내 적군										5 : 자기 중심 범위내 적군										5 : 자기 중심 범위내 적군										5 : 자기 중심 범위내 적군										
//								4	드래곤나이트 창													11240	약화										6 이모티콘	8 드래곤(변신2차)					6 : (이동가능) 적													6 : 자기 중심 범위내 아군		5. 바람			수치/비율값 입력					6 : 자기 중심 범위내 아군										6 : 자기 중심 범위내 아군										6 : 자기 중심 범위내 아군										6 : 자기 중심 범위내 아군										
//								5	섀도우대거													11241	회복										7 토템	11 버서커_체인지업					7 : (이동가능) 아군													7 : 자기자신		6. 대지								7 : 자기자신										7 : 자기자신										7 : 자기자신										7 : 자기자신										
//								6	섀도우채찍													11242	변신											12 드래곤_체인지업					8 : (이동가능) 자신													8 : 필드적용		7. 암흑								8 : 필드적용										8 : 필드적용										8 : 필드적용										8 : 필드적용										
//								7	발키리 한손석궁													11243	소환											13 섀도우_체인지업					9 : 타겟없음(소환)													9 : 시체(부활용이며 파티원만 적용)		8. 신성								9 : 시체(부활용이며 파티원만 적용)										9 : 시체(부활용이며 파티원만 적용)										9 : 시체(부활용이며 파티원만 적용)										9 : 시체(부활용이며 파티원만 적용)										
//								8	발키리 웨폰													11244	부활											14 발키리_체인지업					10 : 적단수(PC만 적용)													10 : 소환(특정 타겟이 없는 경우)		9. 모든 물리 공격								10 : 소환(특정 타겟이 없는 경우)										10 : 소환(특정 타겟이 없는 경우)										10 : 소환(특정 타겟이 없는 경우)										10 : 소환(특정 타겟이 없는 경우)										
//									엘리맨탈 완드													11245	마법											15 매지션_체인지업					11: 시체(적군)													11 : 변신		10. 모든 마법 공격								11 : 변신										11 : 변신										11 : 변신										11 : 변신										
//									엘리맨탈 지팡이																									17 드래곤(변신1차)_체인지업					12: 시체범위(적군)				스킬캐스팅타임									"12 :시체(부활용이며, 자신과 파티원만 적용)"										"12 :시체(부활용이며, 자신과 파티원만 적용)"										"12 :시체(부활용이며, 자신과 파티원만 적용)"										"12 :시체(부활용이며, 자신과 파티원만 적용)"										"12 :시체(부활용이며, 자신과 파티원만 적용)"										
//																																		18 드래곤(변신2차)_체인지업					"13: 적단수(적용은 자기자신,석션용)"													13 : 소환수										13 : 소환수										13 : 소환수										13 : 소환수										13 : 소환수										
//																																															스킬범위	추적범위	최대적용마리수	자동공격		14 : 시체(PC를 제외한 몬스터)										14 : 시체(PC를 제외한 몬스터)																																								
//1.4																																																				15: 자기 중심 범위내 다수(시체)										15: 자기 중심 범위내 다수(시체)																																								
//파라메타 업데이트 버전 정보																																814																		819		16: 자기 중심 범위내 단수(시체)										16: 자기 중심 범위내 단수(시체)																																								
//	스킬ID	스킬종류ID	스킬이름	네임코드	스킬설명코드	아이콘코드	스킬이팩트	무기제한1	애니메이션코드 1	무기제한2	애니메이션코드 2	무기제한3	애니메이션코드 3	무기제한4	애니메이션코드 4	애니동기화	캐스팅코드	발사체코드	발사체라이프	필드이펙트	효과이펙트	스킬속성표기	요구레벨	스킬레벨	최고레벨	오버가능레벨	오버스탯1종류	오버스탯1요구치/스킬요구스탯	오버스탯2종류	오버스탯2요구치/스킬요구스탯	스킬타입	에테르탄환사용타입	스킬사용자타입	클래스제한	숙련도구분	요구숙련도1	요구숙련도2	요구스킬포인트	타겟지정대상	스킬사용제한대상	HP소모	MP소모	스킬캐스팅타임	쿨타임	스킬사거리	범위형태	스킬범위	추적범위	최대적용마리수	자동공격	어빌리티ID1	어빌리티1적용범위타입	어빌리티1성공확율	어빌리티1옵션1	어빌리티1옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID2	어빌리티2적용범위타입	어빌리티2성공확율	어빌리티2옵션1	어빌리티2옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID3	어빌리티3적용범위타입	어빌리티3성공확율	어빌리티3옵션1	어빌리티3옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID4	어빌리티4적용범위타입	어빌리티4성공확율	어빌리티4옵션1	어빌리티4옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	어빌리티ID5	어빌리티5적용범위타입	어빌리티5성공확율	어빌리티5옵션1	어빌리티5옵션2	타입설정 or 수치입력	수치/비율값 입력	유지시간 설정	주기시간 설정	이상상태 설정	스킬 획득	
	SkillCode	SkillClassCode	SkillName	SkillNcode	SkillDescCode	SkillIconCode	SkillEffectName	WeaponDefine1	AnimationCode1	WeaponDefine2	AnimationCode2	WeaponDefine3	AnimationCode3	WeaponDefine4	AnimationCode4	CSSyncDelay	CastAniCode	FlyingObjectCode	FlyingLifeTime	FieldEffect	Effect	SkillAttribute	RequireLV	SkillLV	MaxLV	OverLV	OverStat1Class	OverStat1	OverStat2Class	OverStat2	SkillType	EtherBulletInfo	SkillUserType	ClassDefine	SkillStatType	RequireSkillStat1	RequireSkillStat2	RequireSkillPoint	Target	ForbiddenTarget	HPSpend	MPSpend	SkillCasting	CoolTime	SkillRange	AttRangeform	SkillArea	ChaseRange	MaxTargetNo	AutoAttack	AbilityID1	Ability1RangeType	Ability1SuccessRate	Ability1Option1	Ability1Option2	Ability1Parameter1	Ability1Parameter2	Ability1Parameter3	Ability1Parameter4	Ability1Parameter5	AbilityID2	Ability2RangeType	Ability2SuccessRate	Ability2Option1	Ability2Option2	Ability2Parameter1	Ability2Parameter2	Ability2Parameter3	Ability2Parameter4	Ability2Parameter5	AbilityID3	Ability3RangeType	Ability3SuccessRate	Ability3Option1	Ability3Option2	Ability3Parameter1	Ability3Parameter2	Ability3Parameter3	Ability3Parameter4	Ability3Parameter5	AbilityID4	Ability4RangeType	Ability4SuccessRate	Ability4Option1	Ability4Option2	Ability4Parameter1	Ability4Parameter2	Ability4Parameter3	Ability4Parameter4	Ability4Parameter5	AbilityID5	Ability5RangeType	Ability5SuccessRate	Ability5Option1	Ability5Option2	Ability5Parameter1	Ability5Parameter2	Ability5Parameter3	Ability5Parameter4	Ability5Parameter5	SkillAcquire	FieldEnd
	4244	263	아케인블레이드_4레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	4	10	20	0	0	0	0	2	1	0	2	1	130	0	1	1	0	0	37	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-130	15000	0	109	1	1	1000	1	3	174	0	0	0	0	1	1	1000	1	3	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4245	263	아케인블레이드_5레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	5	10	20	0	0	0	0	2	1	0	2	1	135	0	1	1	0	0	39	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-140	15000	0	109	1	1	1000	1	3	194	0	0	0	0	1	1	1000	1	3	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4246	263	아케인블레이드_6레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	6	10	20	0	0	0	0	2	1	0	2	1	140	0	1	1	0	0	40	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-150	15000	0	109	1	1	1000	1	3	219	0	0	0	0	1	1	1000	1	3	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4247	263	아케인블레이드_7레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	7	10	20	0	0	0	0	2	1	0	2	1	145	0	1	1	0	0	41	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-160	15000	0	109	1	1	1000	1	3	249	0	0	0	0	1	1	1000	1	3	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4248	263	아케인블레이드_8레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	8	10	20	0	0	0	0	2	1	0	2	1	150	0	1	1	0	0	42	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-170	15000	0	109	1	1	1000	1	3	284	0	0	0	0	1	1	1000	1	3	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4249	263	아케인블레이드_9레벨	25713	212	35713	NULL	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	9	10	20	0	0	0	0	2	1	0	2	1	155	0	1	1	0	0	43	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-180	15000	0	109	1	1	1000	1	3	324	0	0	0	0	1	1	1000	1	3	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4250	263	아케인블레이드_10레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	10	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	44	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-190	15000	0	109	1	1	1000	1	3	369	0	0	0	0	1	1	1000	1	3	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4251	263	아케인블레이드_11레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	11	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	45	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-200	15000	0	109	1	1	1000	1	3	419	0	0	0	0	1	1	1000	1	3	384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4252	263	아케인블레이드_12레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	12	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	46	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-210	15000	0	109	1	1	1000	1	3	474	0	0	0	0	1	1	1000	1	3	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4253	263	아케인블레이드_13레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	13	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	47	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-220	15000	0	109	1	1	1000	1	3	534	0	0	0	0	1	1	1000	1	3	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4254	263	아케인블레이드_14레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	14	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	48	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-230	15000	0	109	1	1	1000	1	3	599	0	0	0	0	1	1	1000	1	3	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4255	263	아케인블레이드_15레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	15	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	50	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-240	15000	0	109	1	1	1000	1	3	669	0	0	0	0	1	1	1000	1	3	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4256	263	아케인블레이드_16레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	16	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	51	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-250	15000	0	109	1	1	1000	1	3	744	0	0	0	0	1	1	1000	1	3	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4257	263	아케인블레이드_17레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	17	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	52	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-260	15000	0	109	1	1	1000	1	3	824	0	0	0	0	1	1	1000	1	3	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4258	263	아케인블레이드_18레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	18	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	53	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-270	15000	0	109	1	1	1000	1	3	909	0	0	0	0	1	1	1000	1	3	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4259	263	아케인블레이드_19레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	19	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	54	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-280	15000	0	109	1	1	1000	1	3	999	0	0	0	0	1	1	1000	1	3	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4260	263	아케인블레이드_20레벨	25713	212	35713	K675	3	S416	4	S613	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	20	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	55	0	4000	30	1	0	0	0	0	21	1	1000	0	0	2	-290	15000	0	109	1	1	1000	1	3	1094	0	0	0	0	1	1	1000	1	3	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4261	264	슬러터_1레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	1	10	20	0	0	0	0	2	1	0	2	1	120	0	1	1	0	0	59	0	9000	35	3	45	0	6	0	100	5	290	0	0	0	0	3000	0	3	313	1	1000	0	108	73	155	0	0	161	1	5	1000	1	3	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4262	264	슬러터_2레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	2	10	20	0	0	0	0	2	1	0	2	1	125	0	1	1	0	0	61	0	9000	35	3	45	0	6	0	100	5	310	0	0	0	0	3000	0	3	313	1	1000	0	108	73	160	0	0	161	1	5	1000	1	3	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4263	264	슬러터_3레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	3	10	20	0	0	0	0	2	1	0	2	1	130	0	1	1	0	0	63	0	9000	35	3	45	0	6	0	100	5	330	0	0	0	0	3000	0	3	313	1	1000	0	108	73	170	0	0	161	1	5	1000	1	3	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4264	264	슬러터_4레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	4	10	20	0	0	0	0	2	1	0	2	1	135	0	1	1	0	0	65	0	9000	35	3	45	0	6	0	100	5	350	0	0	0	0	3000	0	3	313	1	1000	0	108	73	185	0	0	161	1	5	1000	1	3	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4265	264	슬러터_5레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	5	10	20	0	0	0	0	2	1	0	2	1	140	0	1	1	0	0	67	0	9000	35	3	45	0	6	0	100	5	370	0	0	0	0	3000	0	3	313	1	1000	0	108	73	205	0	0	161	1	5	1000	1	3	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4266	264	슬러터_6레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	6	10	20	0	0	0	0	2	1	0	2	1	145	0	1	1	0	0	69	0	9000	35	3	45	0	6	0	100	5	390	0	0	0	0	3500	0	3	313	1	1000	0	108	73	230	0	0	161	1	5	1000	1	3	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4267	264	슬러터_7레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	7	10	20	0	0	0	0	2	1	0	2	1	150	0	1	1	0	0	71	0	9000	35	3	45	0	6	0	100	5	410	0	0	0	0	3500	0	3	313	1	1000	0	108	73	260	0	0	161	1	5	1000	1	3	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4268	264	슬러터_8레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	8	10	20	0	0	0	0	2	1	0	2	1	155	0	1	1	0	0	73	0	9000	35	3	45	0	6	0	100	5	430	0	0	0	0	3500	0	3	313	1	1000	0	108	73	295	0	0	161	1	5	1000	1	3	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4269	264	슬러터_9레벨	25714	213	35714	NULL	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	9	10	20	0	0	0	0	2	1	0	2	1	160	0	1	1	0	0	75	0	9000	35	3	45	0	6	0	100	5	450	0	0	0	0	3500	0	3	313	1	1000	0	108	73	335	0	0	161	1	5	1000	1	3	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4270	264	슬러터_10레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	10	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	77	0	9000	35	3	45	0	6	0	100	5	470	0	0	0	0	3500	0	3	313	1	1000	0	108	73	380	0	0	161	1	5	1000	1	3	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4271	264	슬러터_11레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	11	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	79	0	9000	35	3	45	0	6	0	100	5	490	0	0	0	0	4000	0	3	313	1	1000	0	108	73	430	0	0	161	1	5	1000	1	3	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4272	264	슬러터_12레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	12	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	81	0	9000	35	3	45	0	6	0	100	5	510	0	0	0	0	4000	0	3	313	1	1000	0	108	73	485	0	0	161	1	5	1000	1	3	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4273	264	슬러터_13레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	13	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	83	0	9000	35	3	45	0	6	0	100	5	530	0	0	0	0	4000	0	3	313	1	1000	0	108	73	545	0	0	161	1	5	1000	1	3	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4274	264	슬러터_14레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	14	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	85	0	9000	35	3	45	0	6	0	100	5	550	0	0	0	0	4000	0	3	313	1	1000	0	108	73	610	0	0	161	1	5	1000	1	3	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4275	264	슬러터_15레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	15	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	87	0	9000	35	3	45	0	6	0	100	5	570	0	0	0	0	4000	0	3	313	1	1000	0	108	73	680	0	0	161	1	5	1000	1	3	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4276	264	슬러터_16레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	16	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	89	0	9000	35	3	45	0	6	0	100	5	590	0	0	0	0	4500	0	3	313	1	1000	0	108	73	755	0	0	161	1	5	1000	1	3	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4277	264	슬러터_17레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	17	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	91	0	9000	35	3	45	0	6	0	100	5	610	0	0	0	0	4500	0	3	313	1	1000	0	108	73	835	0	0	161	1	5	1000	1	3	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4278	264	슬러터_18레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	18	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	93	0	9000	35	3	45	0	6	0	100	5	630	0	0	0	0	4500	0	3	313	1	1000	0	108	73	920	0	0	161	1	5	1000	1	3	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4279	264	슬러터_19레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	19	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	95	0	9000	35	3	45	0	6	0	100	5	650	0	0	0	0	4500	0	3	313	1	1000	0	108	73	1010	0	0	161	1	5	1000	1	3	1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4280	264	슬러터_20레벨	25714	213	35714	K675	3	S417	4	S614	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11236	0	20	10	20	0	0	0	0	2	1	0	2	1	165	0	1	1	0	0	97	0	9000	35	3	45	0	6	0	100	5	670	0	0	0	0	4500	0	3	313	1	1000	0	108	73	1105	0	0	161	1	5	1000	1	3	1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	4281	265	블레이드퓨리_1레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	1	10	20	0	0	0	0	2	1	0	2	1	125	0	1	1	0	0	31	0	5000	140	1	0	20	0	0	100	1	350	0	0	0	0	2500	0	3	313	1	1000	0	107	73	250	0	0	161	1	1	1000	1	2	250	0	0	0	0	11	1	1000	0	0	1	-3	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
	4282	265	블레이드퓨리_2레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	2	10	20	0	0	0	0	2	1	0	2	1	130	0	1	1	0	0	32	0	5000	140	1	0	20	0	0	100	1	380	0	0	0	0	2500	0	3	313	1	1000	0	107	73	260	0	0	161	1	1	1000	1	2	260	0	0	0	0	11	1	1000	0	0	1	-5	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
	4283	265	블레이드퓨리_3레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	3	10	20	0	0	0	0	2	1	0	2	1	135	0	1	1	0	0	33	0	5000	140	1	0	20	0	0	100	1	410	0	0	0	0	2500	0	3	313	1	1000	0	107	73	280	0	0	161	1	1	1000	1	2	280	0	0	0	0	11	1	1000	0	0	1	-7	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
	4284	265	블레이드퓨리_4레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	4	10	20	0	0	0	0	2	1	0	2	1	140	0	1	1	0	0	34	0	5000	140	1	0	20	0	0	100	1	440	0	0	0	0	2500	0	3	313	1	1000	0	107	73	310	0	0	161	1	1	1000	1	2	310	0	0	0	0	11	1	1000	0	0	1	-9	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
	4285	265	블레이드퓨리_5레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	5	10	20	0	0	0	0	2	1	0	2	1	145	0	1	1	0	0	35	0	5000	140	1	0	20	0	0	100	1	470	0	0	0	0	2500	0	3	313	1	1000	0	107	73	350	0	0	161	1	1	1000	1	2	350	0	0	0	0	11	1	1000	0	0	1	-11	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
	4286	265	블레이드퓨리_6레벨	25715	214	35715	NULL	3	S418	4	S615	0	NULL	0	NULL	0	NULL	0	0	NULL	0	11237	0	6	10	20	0	0	0	0	2	1	0	2	1	150	0	1	1	0	0	36	0	5000	140	1	0	20	0	0	100	1	500	0	0	0	0	3000	0	3	313	1	1000	0	107	73	400	0	0	161	1	1	1000	1	2	400	0	0	0	0	11	1	1000	0	0	1	-13	10000	0	104	0	0	0	0	0	0	0	0	0	0	0	
