//version	1.0.0.8																																																																														
//최종수정날짜	2009-04-20 13:44																																																																														
//최종수정자	정만복					1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004			1004	
//상점리스트 아이디	상점이름	하임행운적용비율	상점탭	판매아이템1	아이템1수량		판매아이템2	아이템2수량		판매아이템3	아이템3수량		판매아이템4	아이템4수량		판매아이템5	아이템5수량		판매아이템6	아이템6수량		판매아이템7	아이템7수량		판매아이템8	아이템8수량		판매아이템9	아이템9수량		판매아이템10	아이템10수량		판매아이템11	아이템11수량		판매아이템12	아이템12수량		판매아이템13	아이템13수량		판매아이템14	아이템14수량		판매아이템15	아이템15수량		판매아이템16	아이템16수량		판매아이템17	아이템17수량		판매아이템18	아이템18수량		판매아이템19	아이템19수량		판매아이템20	아이템20수량		판매아이템21	아이템21수량		판매아이템22	아이템22수량		판매아이템23	아이템23수량		판매아이템24	아이템24수량		판매아이템25	아이템25수량		
dwID	Name	LottoRatio	iShopTab	wItemCode1	byItemNum1	IGType1	wItemCode2	byItemNum2	IGType2	wItemCode3	byItemNum3	IGType3	wItemCode4	byItemNum4	IGType4	wItemCode5	byItemNum5	IGType5	wItemCode6	byItemNum6	IGType6	wItemCode7	byItemNum7	IGType7	wItemCode8	byItemNum8	IGType8	wItemCode9	byItemNum9	IGType9	wItemCode10	byItemNum10	IGType10	wItemCode11	byItemNum11	IGType11	wItemCode12	byItemNum12	IGType12	wItemCode13	byItemNum13	IGType13	wItemCode14	byItemNum14	IGType14	wItemCode15	byItemNum15	IGType15	wItemCode16	byItemNum16	IGType16	wItemCode17	byItemNum17	IGType17	wItemCode18	byItemNum18	IGType18	wItemCode19	byItemNum19	IGType19	wItemCode20	byItemNum20	IGType20	wItemCode21	byItemNum21	IGType21	wItemCode22	byItemNum22	IGType22	wItemCode23	byItemNum23	IGType23	wItemCode24	byItemNum24	IGType24	wItemCode25	byItemNum25	IGType25	FieldEnd
63864	드래곤-아비스(에소드)	0	4	31011	1	0	31061	1	0	31111	1	0	31161	1	0	31211	1	0	31261	1	0	31311	1	0	31361	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63905	섀도우-데오도로(에소드)	0	0	61	1	0	10061	1	0	20061	1	0	30061	1	0	0	0	0	76	1	0	10076	1	0	20076	1	0	30076	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63905	섀도우-데오도로(에소드)	0	1	1021	1	0	1071	1	0	1121	1	0	1171	1	0	1221	1	0	1271	1	0	1321	1	0	1371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63905	섀도우-데오도로(에소드)	0	2	11021	1	0	11071	1	0	11121	1	0	11171	1	0	11221	1	0	11271	1	0	11321	1	0	11371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63905	섀도우-데오도로(에소드)	0	3	21021	1	0	21071	1	0	21121	1	0	21171	1	0	21221	1	0	21271	1	0	21321	1	0	21371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63905	섀도우-데오도로(에소드)	0	4	31021	1	0	31071	1	0	31121	1	0	31171	1	0	31221	1	0	31271	1	0	31321	1	0	31371	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63862	발키리-아나스(에소드)	0	0	91	1	0	10091	1	0	20091	1	0	30091	1	0	0	0	0	106	1	0	10106	1	0	20106	1	0	30106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63862	발키리-아나스(에소드)	0	1	1031	1	0	1081	1	0	1131	1	0	1181	1	0	1231	1	0	1281	1	0	1331	1	0	1381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63862	발키리-아나스(에소드)	0	2	11031	1	0	11081	1	0	11131	1	0	11181	1	0	11231	1	0	11281	1	0	11331	1	0	11381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63862	발키리-아나스(에소드)	0	3	21031	1	0	21081	1	0	21131	1	0	21181	1	0	21231	1	0	21281	1	0	21331	1	0	21381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63862	발키리-아나스(에소드)	0	4	31031	1	0	31081	1	0	31131	1	0	31181	1	0	31231	1	0	31281	1	0	31331	1	0	31381	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63865	엘리-미스텔(에소드)	0	0	137	1	0	10137	1	0	20137	1	0	30137	1	0	0	0	0	152	1	0	10152	1	0	20152	1	0	30152	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63865	엘리-미스텔(에소드)	0	1	1041	1	0	1091	1	0	1141	1	0	1191	1	0	1241	1	0	1291	1	0	1341	1	0	1391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63865	엘리-미스텔(에소드)	0	2	11041	1	0	11091	1	0	11141	1	0	11191	1	0	11241	1	0	11291	1	0	11341	1	0	11391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63865	엘리-미스텔(에소드)	0	3	21041	1	0	21091	1	0	21141	1	0	21191	1	0	21241	1	0	21291	1	0	21341	1	0	21391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63865	엘리-미스텔(에소드)	0	4	31041	1	0	31091	1	0	31141	1	0	31191	1	0	31241	1	0	31291	1	0	31341	1	0	31391	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
63866	우도(잡화상점)	0	0	4001	1	0	4002	1	0	4193	1	0	6622	1	0	7241	1	0	3301	1	0	6951	1	0	6952	1	0	6953	1	0	6954	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//벨트헨상인						0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0			0	
62154	버서커-루츠(벨트헨)	0	0	2	1	0	10002	1	0	20002	1	0	30002	1	0	0	0	0	17	1	0	10017	1	0	20017	1	0	30017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62154	버서커-루츠(벨트헨)	0	1	1002	1	0	1052	1	0	1102	1	0	1152	1	0	1202	1	0	1252	1	0	1302	1	0	1352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62154	버서커-루츠(벨트헨)	0	2	11002	1	0	11052	1	0	11102	1	0	11152	1	0	11202	1	0	11252	1	0	11302	1	0	11352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62154	버서커-루츠(벨트헨)	0	3	21002	1	0	21052	1	0	21102	1	0	21152	1	0	21202	1	0	21252	1	0	21302	1	0	21352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62154	버서커-루츠(벨트헨)	0	4	31002	1	0	31052	1	0	31102	1	0	31152	1	0	31202	1	0	31252	1	0	31302	1	0	31352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62155	드래곤-아비스(벨트헨)	0	0	32	1	0	10032	1	0	20032	1	0	30032	1	0	0	0	0	47	1	0	10047	1	0	20047	1	0	30047	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62155	드래곤-아비스(벨트헨)	0	1	1012	1	0	1062	1	0	1112	1	0	1162	1	0	1212	1	0	1262	1	0	1312	1	0	1362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62155	드래곤-아비스(벨트헨)	0	2	11012	1	0	11062	1	0	11112	1	0	11162	1	0	11212	1	0	11262	1	0	11312	1	0	11362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62155	드래곤-아비스(벨트헨)	0	3	21012	1	0	21062	1	0	21112	1	0	21162	1	0	21212	1	0	21262	1	0	21312	1	0	21362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62155	드래곤-아비스(벨트헨)	0	4	31012	1	0	31062	1	0	31112	1	0	31162	1	0	31212	1	0	31262	1	0	31312	1	0	31362	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62196	섀도우-디브딘(벨트헨)	0	0	62	1	0	10062	1	0	20062	1	0	30062	1	0	0	0	0	77	1	0	10077	1	0	20077	1	0	30077	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62196	섀도우-디브딘(벨트헨)	0	1	1022	1	0	1072	1	0	1122	1	0	1172	1	0	1222	1	0	1272	1	0	1322	1	0	1372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62196	섀도우-디브딘(벨트헨)	0	2	11022	1	0	11072	1	0	11122	1	0	11172	1	0	11222	1	0	11272	1	0	11322	1	0	11372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62196	섀도우-디브딘(벨트헨)	0	3	21022	1	0	21072	1	0	21122	1	0	21172	1	0	21222	1	0	21272	1	0	21322	1	0	21372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62196	섀도우-디브딘(벨트헨)	0	4	31022	1	0	31072	1	0	31122	1	0	31172	1	0	31222	1	0	31272	1	0	31322	1	0	31372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62152	발키리-아나스(벨트헨)	0	0	92	1	0	10092	1	0	20092	1	0	30092	1	0	0	0	0	107	1	0	10107	1	0	20107	1	0	30107	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62152	발키리-아나스(벨트헨)	0	1	1032	1	0	1082	1	0	1132	1	0	1182	1	0	1232	1	0	1282	1	0	1332	1	0	1382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62152	발키리-아나스(벨트헨)	0	2	11032	1	0	11082	1	0	11132	1	0	11182	1	0	11232	1	0	11282	1	0	11332	1	0	11382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62152	발키리-아나스(벨트헨)	0	3	21032	1	0	21082	1	0	21132	1	0	21182	1	0	21232	1	0	21282	1	0	21332	1	0	21382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62152	발키리-아나스(벨트헨)	0	4	31032	1	0	31082	1	0	31132	1	0	31182	1	0	31232	1	0	31282	1	0	31332	1	0	31382	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62156	엘리-미스텔(벨트헨)	0	0	138	1	0	10138	1	0	20138	1	0	30138	1	0	0	0	0	153	1	0	10153	1	0	20153	1	0	30153	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62156	엘리-미스텔(벨트헨)	0	1	1042	1	0	1092	1	0	1142	1	0	1192	1	0	1242	1	0	1292	1	0	1342	1	0	1392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62156	엘리-미스텔(벨트헨)	0	2	11042	1	0	11092	1	0	11142	1	0	11192	1	0	11242	1	0	11292	1	0	11342	1	0	11392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62156	엘리-미스텔(벨트헨)	0	3	21042	1	0	21092	1	0	21142	1	0	21192	1	0	21242	1	0	21292	1	0	21342	1	0	21392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62156	엘리-미스텔(벨트헨)	0	4	31042	1	0	31092	1	0	31142	1	0	31192	1	0	31242	1	0	31292	1	0	31342	1	0	31392	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62174	버서커-리제(벨트헨)	0	0	3	1	0	10003	1	0	20003	1	0	30003	1	0	0	0	0	18	1	0	10018	1	0	20018	1	0	30018	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62174	버서커-리제(벨트헨)	0	1	1003	1	0	1053	1	0	1103	1	0	1153	1	0	1203	1	0	1253	1	0	1303	1	0	1353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62174	버서커-리제(벨트헨)	0	2	11003	1	0	11053	1	0	11103	1	0	11153	1	0	11203	1	0	11253	1	0	11303	1	0	11353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62174	버서커-리제(벨트헨)	0	3	21003	1	0	21053	1	0	21103	1	0	21153	1	0	21203	1	0	21253	1	0	21303	1	0	21353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62174	버서커-리제(벨트헨)	0	4	31003	1	0	31053	1	0	31103	1	0	31153	1	0	31203	1	0	31253	1	0	31303	1	0	31353	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62171	드래곤-코르닉스(벨트헨)	0	0	33	1	0	10033	1	0	20033	1	0	30033	1	0	0	0	0	48	1	0	10048	1	0	20048	1	0	30048	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62171	드래곤-코르닉스(벨트헨)	0	1	1013	1	0	1063	1	0	1113	1	0	1163	1	0	1213	1	0	1263	1	0	1313	1	0	1363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62171	드래곤-코르닉스(벨트헨)	0	2	11013	1	0	11063	1	0	11113	1	0	11163	1	0	11213	1	0	11263	1	0	11313	1	0	11363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62171	드래곤-코르닉스(벨트헨)	0	3	21013	1	0	21063	1	0	21113	1	0	21163	1	0	21213	1	0	21263	1	0	21313	1	0	21363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62171	드래곤-코르닉스(벨트헨)	0	4	31013	1	0	31063	1	0	31113	1	0	31163	1	0	31213	1	0	31263	1	0	31313	1	0	31363	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62197	섀도우-아르노트(벨트헨)	0	0	63	1	0	10063	1	0	20063	1	0	30063	1	0	0	0	0	78	1	0	10078	1	0	20078	1	0	30078	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62197	섀도우-아르노트(벨트헨)	0	1	1023	1	0	1073	1	0	1123	1	0	1173	1	0	1223	1	0	1273	1	0	1323	1	0	1373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62197	섀도우-아르노트(벨트헨)	0	2	11023	1	0	11073	1	0	11123	1	0	11173	1	0	11223	1	0	11273	1	0	11323	1	0	11373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
62197	섀도우-아르노트(벨트헨)	0	3	21023	1	0	21073	1	0	21123	1	0	21173	1	0	21223	1	0	21273	1	0	21323	1	0	21373	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
