//	//맵스크립트_Kr	행	13	141					//입장권수		//마을(필드)1																																	
//	//2005-4-4	열	1	99					//야숲:1개필요		//캐릭터셀렉트2																																	
//				//1~500미션맵					//수로:3개필요		//미션3																																	
//Version	0.0.0.3			//501~1000보스방					//설원:5개필요		//헌팅4																																	
//	//최종수정:	이정환		//1001~5000헌팅맵					//용족:7개필요		//퀘스트5																																	
//	//수정일자	2009-09-22		//5001~10000퀘스트맵							//PVP6																																	
//	//			//10001~마을맵							//이벤트7					//0을값설정없음(헌팅인터페이스에서유저가직접작업)										//마을에서불러올수있는미션지역코드																		
//	//	//맵계열									//길드전8				//미션:30헌팅:40											//야수의숲=1						//마을에서불러올수있는PVP지역코드						//마을에서불러올수있는경쟁헌팅지역코드						
//	//미션맵		//분류를위한네임항목								//공성전9				//제한레벨			//영역ID참조(0은모든ID중랜덤)								//지하수로=2						//야수의숲=20001						//야수의숲=40001						
//	//										//필드10															//설원=3						//지하수로=20002						//지하수로=40002						
											//경쟁헌팅11															//용족의계곡=4						//설원=20003						//설원=40003						
	17	4	화산(서브1_계곡입구정찰)	52012	0	50204	50004	0	0	0	3	1	1	10	60	135	85	STR2	0	0	31	2	511	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	18	4	화산(서브2_추격의실마리)	52015	0	50204	50004	0	0	0	3	2	1	10	60	135	85	STR3	0	0	31	4	522	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	19	4	화산(서브3_용족수장구출)	52011	0	50204	50004	0	0	0	3	3	1	10	60	135	85	STR4	0	0	31	5	538	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//20	4	화산(서브4)	50004	0	50204	50004	0	0	0	3	4	1	10	60	135	85	0	0	0	31	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	21	5	공동묘지(메인_음모의끝)	52020	0	50205	50005	0	0	0	3	0	1	10	80	135	100	STR0	0	0	31	5	635	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	22	5	공동묘지(서브1_대제례추적)	52018	0	50205	50005	0	0	0	3	1	1	10	80	135	100	STR3	0	0	31	3	571	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	23	5	공동묘지(서브2_숨겨진위험)	52017	0	50205	50005	0	0	0	3	2	1	10	80	135	100	STR3	0	0	31	3	583	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	24	5	공동묘지(서브3_암흑의전당을향해)	52016	0	50205	50005	0	0	0	3	3	1	10	80	135	100	STR4	0	0	31	3	605	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	25	5	공동묘지(서브4_어둠의제단)	52019	0	50205	50005	0	0	0	3	4	1	10	80	135	100	STR0	0	0	31	5	617	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	26	6	헬론의성(메인)	50006	0	50206	50006	0	0	0	3	0	1	10	90	135	130	STR0	0	0	31	9	2096	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	27	6	헬론의성(서브1_오염된성소)	52021	0	50206	50006	0	0	0	3	1	1	10	100	135	115	STR0	0	0	31	1	1947	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	28	6	헬론의성(서브2_검은에테르의정체)	52022	0	50206	50006	0	0	0	3	2	1	10	110	135	120	STR0	0	0	31	1	2017	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	29	6	헬론의성(서브3_절망의부활의식)	52023	0	50206	50006	0	0	0	3	3	1	10	115	135	120	STR0	0	0	31	2	2038	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	//붕괴된에텔레인이벤트																																											
	5	8	붕괴된에텔레인	55025	0	0	55025	0	0	0	3	0	1	10	120	135	135	STR0	0	0	31	2	2106	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	//튜터리얼																																											
//	31	7	튜터리얼미션1	55005	0	50201	55004	0	0	0	3	0	1	1	1	6	0	STR0	0	0	31	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	31	7	튜터리얼미션리뉴얼	55004	0	50201	55004	0	0	0	3	0	1	10	1	135	6	STR0	0	0	31	2	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//EP2미션																								0	0																		
//	10	9	코르토크해안선	55004	0	50201	55004	0	0	0	3	0	1	10	125	135	130	STR0	0	0	31	1	2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	15	9	갈레노아정글	55004	0	50201	55004	0	0	0	3	0	1	10	125	135	130	STR0	0	0	31	1	2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//경쟁헌팅맵																								0	0																		
	40001	40001	야수의숲(숲의입구)	50511	0	50201	50511	0	0	0	11	0	1	5	1	25	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40002	40001	야수의숲(무너진성벽)	50512	0	50201	50512	0	0	0	11	1	1	5	1	25	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40003	40001	야수의숲(야수동굴)	50513	0	50201	50513	0	0	0	11	2	1	5	1	25	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40004	40001	야수의숲(강철부족의동굴)	50516	0	50201	50516	65001	1	0	11	3	1	5	1	25	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40005	40001	야수의숲(야수동굴입구)	50517	0	50201	50517	0	0	0	11	4	1	5	1	25	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40006	40002	지하수로(혼란의통로)	50521	0	50202	50521	0	0	0	11	0	1	7	15	45	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40007	40002	지하수로(녹슨수문의지하수로)	50522	0	50202	50522	0	0	0	11	1	1	7	15	45	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40008	40002	지하수로(엄숙한복도)	50523	0	50202	50523	0	0	0	11	2	1	7	15	45	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40009	40002	지하수로(시련의방)	50526	0	50202	50526	65001	3	0	11	3	1	7	15	45	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40010	40002	지하수로(에텔레인지하정원)	50527	0	50202	50527	0	0	0	11	4	1	7	15	45	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40011	40003	설원(공허의전당)	50536	0	50203	50536	65001	5	0	11	0	1	8	35	65	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40012	40003	설원(설원의땅)	50531	0	50203	50531	0	0	0	11	1	1	8	35	65	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40013	40003	설원(얼어붙은정원)	50532	0	50203	50532	0	0	0	11	2	1	8	35	65	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40014	40003	설원(얼음수정궁전)	50533	0	50203	50533	0	0	0	11	3	1	8	35	65	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40301	40004	화산(붉은용암의계곡)	50541	0	50204	50541	0	0	0	11	0	1	10	55	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40302	40004	화산(울부짖는골짜기)	50542	0	50204	50542	0	0	0	11	1	1	10	55	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40303	40004	화산(피의분화구)	50543	0	50204	50543	0	0	0	11	2	1	10	55	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40304	40004	화산(작열하는분노의조롱)	50548	0	50204	50548	65001	7	0	11	3	1	10	55	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40021	40005	아이올트(무너진통곡의벽)	50557	0	50205	50551	65001	9	0	11	0	1	10	78	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40022	40005	아이올트(영원한악몽의사술)	50558	0	50205	50552	0	0	0	11	1	1	10	78	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40023	40005	아이올트(엄습해오는어둠의그림자)	50559	0	50205	50553	0	0	0	11	2	1	10	78	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	40024	40005	아이올트(그늘진어둠의화원)	50560	0	50205	50554	0	0	0	11	3	1	10	78	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	40026	40006	헬론의성(하층부)	50568	0	50206	50564	0	0	0	11	0	1	10	95	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	40027	40006	헬론의성(1층)	50569	0	50206	50565	0	0	0	11	1	1	10	95	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	40028	40006	헬론의성(중층부)	50570	0	50206	50566	0	0	0	11	2	1	10	95	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	40029	40006	헬론의성(상층부)	50571	0	50206	50567	0	0	0	11	3	1	10	95	135	0	STR0	STR1	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//PVP맵																																											
	50001	20001	야수의숲	50001	0	0	0	0	0	0	6	0	2	10	10	135	0	STR0	STR1	0	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	50002	20002	지하수로	50002	0	0	0	0	0	0	6	0	2	10	30	135	0	STR0	STR1	0	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	50003	20003	설원	50003	0	0	0	0	0	0	6	0	2	10	45	135	0	STR0	STR1	0	31	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//50004	20004	화산	50004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//50005	20005	공동묘지	50005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//50006	20006	헬론의성	50006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//퀘스트맵																																											
//	60011	5101	체인지업퀘스트(시련의방1)	60011	0	0	0	0	0	0	13	0	1	10	100	115	0	STR1	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	60012	5102	체인지업퀘스트(시련의방2)	60012	0	0	0	0	0	0	13	0	1	10	100	115	0	STR2	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	60013	5103	체인지업퀘스트(시련의방3)	60013	0	0	0	0	0	0	13	0	1	10	100	115	0	STR3	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	60014	5104	체인지업퀘스트(시련의방4)	60014	0	0	0	0	0	0	13	0	1	10	100	115	0	STR4	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//잿빛던젼맵																																											
	60015	5105	체인지업퀘스트(잿빛던젼)	55012	0	0	0	0	0	0	13	1	1	10	115	135	0	STR3	0	0	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//마을																																											
	10001	10001	트링겔	51000	0	1336	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	1	0	0	1	1	2	0	0	0	0	20001	20002	0	0	0	0	40001	40002	0	0	0	0	
	10002	10002	벨트헨	51002	0	1336	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	1	0	0	3	1	2	0	0	0	0	20001	20002	0	0	0	0	40001	40002	0	0	0	0	
	10003	10003	에텔레인	51001	0	1336	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	1	0	0	13	3	4	5	8	0	0	20003	0	0	0	0	0	40003	40004	40005	0	0	0	
	10004	10004	오크라	51003	0	1336	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	1	0	0	32	3	4	5	6	0	0	20003	0	0	0	0	0	40003	40004	40005	0	0	0	
//	10006	10006	코르토크마을	51003	0	1336	0	0	0	0	1	0	1	0	0	0	0	0	0	0	31	1	0	0	41	8				0	0		0	0	0	0	0					0	0	
//	//비공정맵																																											
//	10010	10010	세리엔트행비공정	51004	51559	50070	0	0	0	0	15	0	1	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	10011	10011	브라키온행비공정	51005	51560	50070	0	0	0	0	15	0	1	0	0	0	0	0	0	0	31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//캐릭터선택맵																																											
	11000	11000	캐릭터선택맵	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//로그인맵																																											
	11001	11001	로그인	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
//	//필드																																											
	20001	30001	야수의숲(숲의입구)	50511	51511	50001	0	0	0	0	10	0	1	0	1	0	0	0	0	3	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20002	30002	야수의숲(무너진성벽의숲)	50512	51512	50001	0	0	0	0	10	0	1	0	1	0	0	0	0	3	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20003	30003	야수의숲(야수동굴)	50513	51513	50001	0	0	0	0	10	0	1	0	1	0	0	0	0	2	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20004	30004	야수의숲(자피르호수)	50514	51514	50001	0	0	0	0	10	0	1	0	1	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20005	30005	야수의숲(연금술사의길)	50515	51515	50001	0	0	0	0	10	0	1	0	1	0	0	0	0	4	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20101	30101	지하수로(혼란의통로)	50521	51521	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	3	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20102	30102	지하수로(녹슨수문의지하수로)	50522	51522	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	3	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20103	30103	지하수로(엄숙한복도)	50523	51523	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	2	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20104	30104	지하수로(미완의기념관)	50524	51524	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	3	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20105	30105	지하수로(서쪽미로의지하수로)	50525	51525	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	3	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20106	30106	지하수로(동쪽미로의지하수로)	50546	51546	50002	0	0	0	0	10	0	1	0	15	0	0	0	0	3	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20201	30201	설원(설원의땅)	50531	51531	50003	0	0	0	0	10	0	1	0	30	0	0	0	0	2	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20202	30202	설원(얼어붙은정원)	50532	51532	50003	0	0	0	0	10	0	1	0	30	0	0	0	0	3	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20203	30203	설원(얼음수정궁전)	50533	51533	50003	0	0	0	0	10	0	1	0	30	0	0	0	0	1	0	1	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20204	30204	설원(요새의성역)	50534	51534	50003	0	0	0	0	10	0	1	0	30	0	0	0	0	4	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20205	30205	설원(폐허의탑)	50535	51535	50003	0	0	0	0	10	0	1	0	30	0	0	0	0	3	0	1	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	20206	30206	튜토리얼(에소드마을)	55005	55005	55005	0	0	0	0	12	0	1	0	1	0	0	0	0	1	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	54001	30301	화산(붉은용암의계곡)	50541	51541	50004	0	0	0	0	10	0	1	0	50	0	0	0	0	3	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	54021	30302	화산(울부짖는골짜기)	50542	51542	50004	0	0	0	0	10	0	1	0	50	0	0	0	0	2	0	1	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	54041	30303	화산(피의분화구)	50543	51543	50004	0	0	0	0	10	0	1	0	50	0	0	0	0	2	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	54061	30304	화산(고룡의무덤)	50545	51545	50004	0	0	0	0	10	0	1	0	50	0	0	0	0	4	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	54081	30305	화산(카르완의분화구)	50544	51544	50004	0	0	0	0	10	0	1	0	50	0	0	0	0	4	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55061	30401	아이올트(고통의묘지)	50550	51550	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	5	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55001	30402	아이올트(허물어진성)	50551	51551	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	2	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55021	30403	아이올트(사교의지하제단)	50552	51552	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	3	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55041	30404	아이올트(저주받은석실외부)	50553	51553	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	4	0	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55101	30405	아이올트(저주받은석실내부)	50554	51554	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	4	0	1	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55081	30406	아이올트(사라진혼령의감옥외부)	50555	51555	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	10	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	55121	30407	아이올트(사라진혼령의감옥내부)	50556	51556	50005	0	0	0	0	10	0	1	0	70	0	0	0	0	6	0	1	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	56001	30501	헬론의성(네벨의늪지대)	50562	51562	50006	0	0	0	0	10	0	1	0	90	0	0	0	0	2	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	56021	30502	헬론의성(브론즈문시티)	50563	51563	50006	0	0	0	0	10	0	1	0	90	0	0	0	0	1	0	1	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	56041	30503	헬론의성(하층부)	50564	51564	50006	0	0	0	0	10	0	1	0	90	0	0	0	0	2	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	56061	30504	헬론의성(1층)	50565	51565	50006	0	0	0	0	10	0	1	0	90	0	0	0	0	1	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
	56081	30505	헬론의성(중층부)	50566	51566	50006	0	0	0	0	10	0	1	0	90	0	0	0	0	3	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
