//2																					
//	Version	0.0.1.4	11111111		11111111					11111111											
//	중국_Ch	09-4-22 오후 9:38	"보상 스크립트에서 선택 보상을 랜덤 방식, 즉 DropRatioInfo 스크립트에서 참조할 경우, 돈과 관련된 값(Money1,Money2 …)은 반드시 0 으로 설정하여야 한다."																		
//		매크로 사용법은 Ctrl+Shift+A 키 입니다.																			
//	기본 정보			고정 보상		1002					선택 보상										
//	인덱스	설명	설명코드	경험치	하임	코인	카오감소시간	고정아템	타입	스킬ID	참조방식	선택 개수	선택아템1	아이템타입1	선택아템2	아이템타입2	선택아템3	아이템타입3	선택아템4	아이템타입4	
	Index	Description	DescriptionCode	Exp	Hime	Coin	ChaoTime	Fixed_IC	IGtype	Skill	ReferenceType	Select_Num	Sel_IC1	IGtype1	Sel_IC2	IGtype2	Sel_IC3	IGtype3	Sel_IC4	IGtype4	FieldEnd
	50203	서브_야수들의숲_2_클리어1_발키리	50313	2475	3800	0	0	0	0	0	0	1	1181	10004	11181	10004	21181	10004	31181	10004	
	50204	서브_야수들의숲_3_클리어1_엘리	50313	2475	3800	0	0	0	0	0	0	1	1191	10004	11191	10004	21191	10004	31191	10004	
	50205	서브_야수들의숲_3_클리어1_쉐도우	50313	2475	3800	0	0	0	0	0	0	1	1171	10004	11171	10004	21171	10004	31171	10004	
	50211	서브_야수들의숲_2_클리어2	50314	1406	890	0	0	0	0	0	3	0	31101	0	0	0	0	0	0	0	
	50221	서브_야수들의숲_2_클리어3	50314	938	0	0	0	0	0	0	3	0	31101	0	0	0	0	0	0	0	
	50301	서브_야수들의숲_3_클리어1_버서커	50315	3713	5800	0	0	0	0	0	0	1	1001	10004	11001	10004	21001	10004	31001	10004	
	50302	서브_야수들의숲_3_클리어1_드래곤	50315	3713	5800	0	0	0	0	0	0	1	1011	10004	11011	10004	21011	10004	31011	10004	
	50303	서브_야수들의숲_3_클리어1_발키리	50315	3713	5800	0	0	0	0	0	0	1	1031	10004	11031	10004	21031	10004	31031	10004	
	50304	서브_야수들의숲_3_클리어1_엘리	50315	3713	5800	0	0	0	0	0	0	1	1041	10004	11041	10004	21041	10004	31041	10004	
	50305	서브_야수들의숲_3_클리어1_쉐도우	50315	3713	5800	0	0	0	0	0	0	1	1021	10004	11021	10004	21021	10004	31021	10004	
	50311	서브_야수들의숲_3_클리어2	50316	2025	1330	0	0	0	0	0	3	0	31101	0	0	0	0	0	0	0	
	50321	서브_야수들의숲_3_클리어3	50316	1350	0	0	0	0	0	0	3	0	31101	0	0	0	0	0	0	0	
//	지하수로 미션 보상																				
	51001	메인_지하수로_클리어1_버서커	50305	14625	135000	0	0	0	0	0	0	1	1204	10006	11204	10006	21204	10006	31204	10006	
	51002	메인_지하수로_클리어1_드래곤	50305	14625	135000	0	0	0	0	0	0	1	1214	10006	11214	10006	21214	10006	31214	10006	
	51003	메인_지하수로_클리어1_발키리	50305	14625	135000	0	0	0	0	0	0	1	1234	10006	11234	10006	21234	10006	31234	10006	
	51004	메인_지하수로_클리어1_엘리	50305	14625	135000	0	0	0	0	0	0	1	1244	10006	11244	10006	21244	10006	31244	10006	
	51005	메인_지하수로_클리어1_쉐도우	50305	14625	135000	0	0	0	0	0	0	1	1224	10006	11224	10006	21224	10006	31224	10006	
	51011	메인_지하수로_클리어2	50306	7594	31200	0	0	0	0	0	3	0	31002	0	0	0	0	0	0	0	
	51021	메인_지하수로_클리어3	50306	5063	0	0	0	0	0	0	3	0	31002	0	0	0	0	0	0	0	
	51101	서브_지하수로_1_클리어1_버서커	50317	7088	17500	0	0	0	0	0	0	1	1353	10004	11353	10004	21353	10004	31353	10004	
	51102	서브_지하수로_1_클리어1_드래곤	50317	7088	17500	0	0	0	0	0	0	1	1363	10004	11363	10004	21363	10004	31363	10004	
	51103	서브_지하수로_1_클리어1_발키리	50317	7088	17500	0	0	0	0	0	0	1	1383	10004	11383	10004	21383	10004	31383	10004	
	51104	서브_지하수로_1_클리어1_엘리	50317	7088	17500	0	0	0	0	0	0	1	1393	10004	11393	10004	21393	10004	31393	10004	
	51105	서브_지하수로_1_클리어1_쉐도우	50317	7088	17500	0	0	0	0	0	0	1	1373	10004	11373	10004	21373	10004	31373	10004	
	51111	서브_지하수로_1_클리어2	50318	3713	4000	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51121	서브_지하수로_1_클리어3	50318	2475	0	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51201	서브_지하수로_2_클리어1_버서커	50307	9113	26200	0	0	0	0	0	0	1	1153	10004	11153	10004	21153	10004	31153	10004	
	51202	서브_지하수로_2_클리어1_드래곤	50307	9113	26200	0	0	0	0	0	0	1	1163	10004	11163	10004	21163	10004	31163	10004	
	51203	서브_지하수로_2_클리어1_발키리	50307	9113	26200	0	0	0	0	0	0	1	1183	10004	11183	10004	21183	10004	31183	10004	
	51204	서브_지하수로_2_클리어1_엘리	50307	9113	26200	0	0	0	0	0	0	1	1193	10004	11193	10004	21193	10004	31193	10004	
	51205	서브_지하수로_2_클리어1_쉐도우	50307	9113	26200	0	0	0	0	0	0	1	1173	10004	11173	10004	21173	10004	31173	10004	
	51211	서브_지하수로_2_클리어2	50308	4781	6000	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51221	서브_지하수로_2_클리어3	50308	3188	0	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51301	서브_지하수로_3_클리어1_버서커	50307	11588	39300	0	0	0	0	0	0	1	1053	10004	11053	10004	21053	10004	31053	10004	
	51302	서브_지하수로_3_클리어1_드래곤	50307	11588	39300	0	0	0	0	0	0	1	1063	10004	11063	10004	21063	10004	31063	10004	
	51303	서브_지하수로_3_클리어1_발키리	50307	11588	39300	0	0	0	0	0	0	1	1083	10004	11083	10004	21083	10004	31083	10004	
	51304	서브_지하수로_3_클리어1_엘리	50307	11588	39300	0	0	0	0	0	0	1	1093	10004	11093	10004	21093	10004	31093	10004	
	51305	서브_지하수로_3_클리어1_쉐도우	50307	11588	39300	0	0	0	0	0	0	1	1073	10004	11073	10004	21073	10004	31073	10004	
	51311	서브_지하수로_3_클리어2	50308	6075	9100	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51321	서브_지하수로_3_클리어3	50308	4050	0	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51401	서브_지하수로_4_클리어1_버서커	50307	15064	53055	0	0	0	0	0	0	1	1003	10004	11003	10004	21003	10004	31003	10004	
	51402	서브_지하수로_4_클리어1_드래곤	50307	15064	53055	0	0	0	0	0	0	1	1013	10004	11013	10004	21013	10004	31013	10004	
	51403	서브_지하수로_4_클리어1_발키리	50307	15064	53055	0	0	0	0	0	0	1	1033	10004	11033	10004	21033	10004	31033	10004	
	51404	서브_지하수로_4_클리어1_엘리	50307	15064	53055	0	0	0	0	0	0	1	1043	10004	11043	10004	21043	10004	31043	10004	
	51405	서브_지하수로_4_클리어1_쉐도우	50307	15064	53055	0	0	0	0	0	0	1	1023	10004	11023	10004	21023	10004	31023	10004	
	51411	서브_지하수로_4_클리어2	50308	7898	12285	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
	51421	서브_지하수로_4_클리어3	50308	5265	0	0	0	0	0	0	3	0	31102	0	0	0	0	0	0	0	
//	설원 미션 보상																				
	52001	메인_설원_클리어1_버서커	50309	31500	310000	0	0	0	0	0	0	1	1055	10006	11055	10006	21055	10006	31055	10006	
	52002	메인_설원_클리어1_드래곤	50309	31500	310000	0	0	0	0	0	0	1	1065	10006	11065	10006	21065	10006	31065	10006	
	52003	메인_설원_클리어1_발키리	50309	31500	310000	0	0	0	0	0	0	1	1085	10006	11085	10006	21085	10006	31085	10006	
	52004	메인_설원_클리어1_엘리	50309	31500	310000	0	0	0	0	0	0	1	1095	10006	11095	10006	21095	10006	31095	10006	
	52005	메인_설원_클리어1_쉐도우	50309	31500	310000	0	0	0	0	0	0	1	1075	10006	11075	10006	21075	10006	31075	10006	
	52011	메인_설원_클리어2	50310	16256	72400	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52021	메인_설원_클리어3	50310	10838	0	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52101	서브_설원_1_클리어1_버서커	50311	18000	40500	0	0	0	0	0	0	1	1104	10004	11104	10004	21104	10004	31104	10004	
	52102	서브_설원_1_클리어1_드래곤	50311	18000	40500	0	0	0	0	0	0	1	1114	10004	11114	10004	21114	10004	31114	10004	
	52103	서브_설원_1_클리어1_발키리	50311	18000	40500	0	0	0	0	0	0	1	1134	10004	11134	10004	21134	10004	31134	10004	
	52104	서브_설원_1_클리어1_엘리	50311	18000	40500	0	0	0	0	0	0	1	1144	10004	11144	10004	21144	10004	31144	10004	
	52105	서브_설원_1_클리어1_쉐도우	50311	18000	40500	0	0	0	0	0	0	1	1124	10004	11124	10004	21124	10004	31124	10004	
	52111	서브_설원_1_클리어2	50312	9338	9300	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52121	서브_설원_1_클리어3	50312	6225	0	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52201	서브_설원_2_클리어1_버서커	50311	21938	60700	0	0	0	0	0	0	1	1355	10004	11355	10004	21355	10004	31355	10004	
	52202	서브_설원_2_클리어1_드래곤	50311	21938	60700	0	0	0	0	0	0	1	1365	10004	11365	10004	21365	10004	31365	10004	
	52203	서브_설원_2_클리어1_발키리	50311	21938	60700	0	0	0	0	0	0	1	1385	10004	11385	10004	21385	10004	31385	10004	
	52204	서브_설원_2_클리어1_엘리	50311	21938	60700	0	0	0	0	0	0	1	1395	10004	11395	10004	21395	10004	31395	10004	
	52205	서브_설원_2_클리어1_쉐도우	50311	21938	60700	0	0	0	0	0	0	1	1375	10004	11375	10004	21375	10004	31375	10004	
	52211	서브_설원_2_클리어2	50312	11363	14000	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52221	서브_설원_2_클리어3	50312	7575	0	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52301	서브_설원_3_클리어1_버서커	50311	26438	91100	0	0	0	0	0	0	1	1155	10004	11155	10004	21155	10004	31155	10004	
	52302	서브_설원_3_클리어1_드래곤	50311	26438	91100	0	0	0	0	0	0	1	1165	10004	11165	10004	21165	10004	31165	10004	
	52303	서브_설원_3_클리어1_발키리	50311	26438	91100	0	0	0	0	0	0	1	1185	10004	11185	10004	21185	10004	31185	10004	
	52304	서브_설원_3_클리어1_엘리	50311	26438	91100	0	0	0	0	0	0	1	1195	10004	11195	10004	21195	10004	31195	10004	
	52305	서브_설원_3_클리어1_쉐도우	50311	26438	91100	0	0	0	0	0	0	1	1175	10004	11175	10004	21175	10004	31175	10004	
	52311	서브_설원_3_클리어2	50312	13669	21000	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
	52321	서브_설원_3_클리어3	50312	9113	0	0	0	0	0	0	3	0	31103	0	0	0	0	0	0	0	
//	용족 미션 보상																				
	53001	메인_용족_클리어1_버서커	50319	42525	465000	0	0	0	0	0	0	1	1056	10006	11056	10006	21056	10006	31056	10006	
	53002	메인_용족_클리어1_드래곤	50319	42525	465000	0	0	0	0	0	0	1	1066	10006	11066	10006	21066	10006	31066	10006	
	53003	메인_용족_클리어1_발키리	50319	42525	465000	0	0	0	0	0	0	1	1086	10006	11086	10006	21086	10006	31086	10006	
	53004	메인_용족_클리어1_엘리	50319	42525	465000	0	0	0	0	0	0	1	1096	10006	11096	10006	21096	10006	31096	10006	
	53005	메인_용족_클리어1_쉐도우	50319	42525	465000	0	0	0	0	0	0	1	1076	10006	11076	10006	21076	10006	31076	10006	
	53011	메인_용족_클리어2	50320	21946	108600	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53021	메인_용족_클리어3	50320	14631	0	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53101	서브_용족_1_클리어1_버서커	50321	24300	60750	0	0	0	0	0	0	1	1105	10004	11105	10004	21105	10004	31105	10004	
	53102	서브_용족_1_클리어1_드래곤	50321	24300	60750	0	0	0	0	0	0	1	1115	10004	11115	10004	21115	10004	31115	10004	
	53103	서브_용족_1_클리어1_발키리	50321	24300	60750	0	0	0	0	0	0	1	1135	10004	11135	10004	21135	10004	31135	10004	
	53104	서브_용족_1_클리어1_엘리	50321	24300	60750	0	0	0	0	0	0	1	1145	10004	11145	10004	21145	10004	31145	10004	
	53105	서브_용족_1_클리어1_쉐도우	50321	24300	60750	0	0	0	0	0	0	1	1125	10004	11125	10004	21125	10004	31125	10004	
	53111	서브_용족_1_클리어2	50322	12606	13950	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53121	서브_용족_1_클리어3	50322	8404	0	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53201	서브_용족_2_클리어1_버서커	50321	29616	91050	0	0	0	0	0	0	1	1356	10004	11356	10004	21356	10004	31356	10004	
	53202	서브_용족_2_클리어1_드래곤	50321	29616	91050	0	0	0	0	0	0	1	1366	10004	11366	10004	21366	10004	31366	10004	
	53203	서브_용족_2_클리어1_발키리	50321	29616	91050	0	0	0	0	0	0	1	1386	10004	11386	10004	21386	10004	31386	10004	
	53204	서브_용족_2_클리어1_엘리	50321	29616	91050	0	0	0	0	0	0	1	1396	10004	11396	10004	21396	10004	31396	10004	
	53205	서브_용족_2_클리어1_쉐도우	50321	29616	91050	0	0	0	0	0	0	1	1376	10004	11376	10004	21376	10004	31376	10004	
	53211	서브_용족_2_클리어2	50322	15339	21000	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53221	서브_용족_2_클리어3	50322	10226	0	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53301	서브_용족_3_클리어1_버서커	50321	35691	136650	0	0	0	0	0	0	1	1156	10004	11156	10004	21156	10004	31156	10004	
	53302	서브_용족_3_클리어1_드래곤	50321	35691	136650	0	0	0	0	0	0	1	1166	10004	11166	10004	21166	10004	31166	10004	
	53303	서브_용족_3_클리어1_발키리	50321	35691	136650	0	0	0	0	0	0	1	1186	10004	11186	10004	21186	10004	31186	10004	
	53304	서브_용족_3_클리어1_엘리	50321	35691	136650	0	0	0	0	0	0	1	1196	10004	11196	10004	21196	10004	31196	10004	
	53305	서브_용족_3_클리어1_쉐도우	50321	35691	136650	0	0	0	0	0	0	1	1176	10004	11176	10004	21176	10004	31176	10004	
	53311	서브_용족_3_클리어2	50322	18453	31500	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
	53321	서브_용족_3_클리어3	50322	12302	0	0	0	0	0	0	3	0	31104	0	0	0	0	0	0	0	
//	아이올트 미션 보상																				
	54001	메인_아이올트_클리어1_버서커	50325	50000	550000	0	0	0	0	0	0	1	1058	10006	11058	10006	21058	10006	31058	10006	
	54002	메인_아이올트_클리어1_드래곤	50325	42525	550000	0	0	0	0	0	0	1	1068	10006	11068	10006	21068	10006	31068	10006	
	54003	메인_아이올트_클리어1_발키리	50325	42525	550000	0	0	0	0	0	0	1	1088	10006	11088	10006	21088	10006	31088	10006	
	54004	메인_아이올트_클리어1_엘리	50325	42525	550000	0	0	0	0	0	0	1	1098	10006	11098	10006	21098	10006	31098	10006	
	54005	메인_아이올트_클리어1_쉐도우	50325	42525	550000	0	0	0	0	0	0	1	1078	10006	11078	10006	21078	10006	31078	10006	
	54011	메인_아이올트_클리어2	50326	25000	183333	0	0	0	0	0	3	0	31005	0	0	0	0	0	0	0	
	54021	메인_아이올트_클리어3	50326	16667	0	0	0	0	0	0	3	0	31055	0	0	0	0	0	0	0	
	54101	서브_아이올트_1_클리어1_버서커	50323	40000	80000	0	0	0	0	0	0	1	1258	10004	11258	10004	21258	10004	31258	10004	
	54102	서브_아이올트_1_클리어1_드래곤	50323	40000	80000	0	0	0	0	0	0	1	1268	10004	11268	10004	21268	10004	31268	10004	
	54103	서브_아이올트_1_클리어1_발키리	50323	40000	80000	0	0	0	0	0	0	1	1288	10004	11288	10004	21288	10004	31288	10004	
	54104	서브_아이올트_1_클리어1_엘리	50323	40000	80000	0	0	0	0	0	0	1	1298	10004	11298	10004	21298	10004	31298	10004	
	54105	서브_아이올트_1_클리어1_쉐도우	50323	40000	80000	0	0	0	0	0	0	1	1278	10004	11278	10004	21278	10004	31278	10004	
	54111	서브_아이올트_1_클리어2	50324	20000	26667	0	0	0	0	0	3	0	31105	0	0	0	0	0	0	0	
	54121	서브_아이올트_1_클리어3	50324	13333	0	0	0	0	0	0	3	0	31155	0	0	0	0	0	0	0	
	54201	서브_아이올트_2_클리어1_버서커	50323	43000	110000	0	0	0	0	0	0	1	1208	10004	11208	10004	21208	10004	31208	10004	
	54202	서브_아이올트_2_클리어1_드래곤	50323	43000	110000	0	0	0	0	0	0	1	1218	10004	11218	10004	21218	10004	31218	10004	
	54203	서브_아이올트_2_클리어1_발키리	50323	43000	110000	0	0	0	0	0	0	1	1238	10004	11238	10004	21238	10004	31238	10004	
	54204	서브_아이올트_2_클리어1_엘리	50323	43000	110000	0	0	0	0	0	0	1	1248	10004	11248	10004	21248	10004	31248	10004	
	54205	서브_아이올트_2_클리어1_쉐도우	50323	43000	110000	0	0	0	0	0	0	1	1228	10004	11228	10004	21228	10004	31228	10004	
	54211	서브_아이올트_2_클리어2	50324	21500	36667	0	0	0	0	0	3	0	31105	0	0	0	0	0	0	0	
	54221	서브_아이올트_2_클리어3	50324	14333	0	0	0	0	0	0	3	0	31155	0	0	0	0	0	0	0	
	54301	서브_아이올트_3_클리어1_버서커	50323	46500	150000	0	0	0	0	0	0	1	1158	10004	11158	10004	21158	10004	31158	10004	
	54302	서브_아이올트_3_클리어1_드래곤	50323	46500	150000	0	0	0	0	0	0	1	1168	10004	11168	10004	21168	10004	31168	10004	
	54303	서브_아이올트_3_클리어1_발키리	50323	46500	150000	0	0	0	0	0	0	1	1188	10004	11188	10004	21188	10004	31188	10004	
	54304	서브_아이올트_3_클리어1_엘리	50323	46500	150000	0	0	0	0	0	0	1	1198	10004	11198	10004	21198	10004	31198	10004	
	54305	서브_아이올트_3_클리어1_쉐도우	50323	46500	150000	0	0	0	0	0	0	1	1178	10004	11178	10004	21178	10004	31178	10004	
	54311	서브_아이올트_3_클리어2	50324	23250	50000	0	0	0	0	0	3	0	31105	0	0	0	0	0	0	0	
	54321	서브_아이올트_3_클리어3	50324	15500	0	0	0	0	0	0	3	0	31155	0	0	0	0	0	0	0	
	54401	서브_아이올트_4_클리어1_버서커	50323	46500	150000	0	0	0	0	0	0	1	1008	10004	11008	10004	21008	10004	31008	10004	
	54402	서브_아이올트_4_클리어1_드래곤	50323	46500	150000	0	0	0	0	0	0	1	1018	10004	11018	10004	21018	10004	31018	10004	
	54403	서브_아이올트_4_클리어1_발키리	50323	46500	150000	0	0	0	0	0	0	1	1038	10004	11038	10004	21038	10004	31038	10004	
	54404	서브_아이올트_4_클리어1_엘리	50323	46500	150000	0	0	0	0	0	0	1	1048	10004	11048	10004	21048	10004	31048	10004	
	54405	서브_아이올트_4_클리어1_쉐도우	50323	46500	150000	0	0	0	0	0	0	1	1028	10004	11028	10004	21028	10004	31028	10004	
	54411	서브_아이올트_4_클리어2	50324	23250	50000	0	0	0	0	0	3	0	31105	0	0	0	0	0	0	0	
	54421	서브_아이올트_4_클리어3	50324	15500	0	0	0	0	0	0	3	0	31155	0	0	0	0	0	0	0	
//	헬론 미션 보상																				
	55001	메인_헬론_클리어1_버서커	50329	50000	550000	0	0	0	0	0	0	1	1008	20007	11008	20007	21008	20007	31008	20007	
	55002	메인_헬론_클리어1_드래곤	50329	42525	550000	0	0	0	0	0	0	1	1018	20007	11018	20007	21018	20007	31018	20007	
	55003	메인_헬론_클리어1_발키리	50329	42525	550000	0	0	0	0	0	0	1	1038	20007	11038	20007	21038	20007	31038	20007	
	55004	메인_헬론_클리어1_엘리	50329	42525	550000	0	0	0	0	0	0	1	1048	20007	11048	20007	21048	20007	31048	20007	
	55005	메인_헬론_클리어1_쉐도우	50329	42525	550000	0	0	0	0	0	0	1	1028	20007	11028	20007	21028	20007	31028	20007	
	55011	메인_헬론_클리어2	50330	25000	183333.3333	0	0	0	0	0	3	0	31006	0	0	0	0	0	0	0	
	55021	메인_헬론_클리어3	50330	16666.66667	0	0	0	0	0	0	3	0	31056	0	0	0	0	0	0	0	
	55101	서브_헬론_1_클리어1_버서커	50327	40000	80000	0	0	0	0	0	0	1	1258	20004	11258	20004	21258	20004	31258	20004	
	55102	서브_헬론_1_클리어1_드래곤	50327	40000	80000	0	0	0	0	0	0	1	1268	20004	11268	20004	21268	20004	31268	20004	
	55103	서브_헬론_1_클리어1_발키리	50327	40000	80000	0	0	0	0	0	0	1	1288	20004	11288	20004	21288	20004	31288	20004	
	55104	서브_헬론_1_클리어1_엘리	50327	40000	80000	0	0	0	0	0	0	1	1298	20004	11298	20004	21298	20004	31298	20004	
	55105	서브_헬론_1_클리어1_쉐도우	50327	40000	80000	0	0	0	0	0	0	1	1278	20004	11278	20004	21278	20004	31278	20004	
	55111	서브_헬론_1_클리어2	50328	20000	26666.66667	0	0	0	0	0	3	0	31106	0	0	0	0	0	0	0	
	55121	서브_헬론_1_클리어3	50328	13333.33333	0	0	0	0	0	0	3	0	31156	0	0	0	0	0	0	0	
	55201	서브_헬론_2_클리어1_버서커	50327	43000	110000	0	0	0	0	0	0	1	1208	20004	11208	20004	21208	20004	31208	20004	
	55202	서브_헬론_2_클리어1_드래곤	50327	43000	110000	0	0	0	0	0	0	1	1218	20004	11218	20004	21218	20004	31218	20004	
	55203	서브_헬론_2_클리어1_발키리	50327	43000	110000	0	0	0	0	0	0	1	1238	20004	11238	20004	21238	20004	31238	20004	
	55204	서브_헬론_2_클리어1_엘리	50327	43000	110000	0	0	0	0	0	0	1	1248	20004	11248	20004	21248	20004	31248	20004	
	55205	서브_헬론_2_클리어1_쉐도우	50327	43000	110000	0	0	0	0	0	0	1	1228	20004	11228	20004	21228	20004	31228	20004	
	55211	서브_헬론_2_클리어2	50328	21500	36666.66667	0	0	0	0	0	3	0	31106	0	0	0	0	0	0	0	
	55221	서브_헬론_2_클리어3	50328	14333.33333	0	0	0	0	0	0	3	0	31156	0	0	0	0	0	0	0	
	55301	서브_헬론_3_클리어1_버서커	50327	46500	150000	0	0	0	0	0	0	1	1158	20004	11158	20004	21158	20004	31158	20004	
	55302	서브_헬론_3_클리어1_드래곤	50327	46500	150000	0	0	0	0	0	0	1	1168	20004	11168	20004	21168	20004	31168	20004	
	55303	서브_헬론_3_클리어1_발키리	50327	46500	150000	0	0	0	0	0	0	1	1188	20004	11188	20004	21188	20004	31188	20004	
	55304	서브_헬론_3_클리어1_엘리	50327	46500	150000	0	0	0	0	0	0	1	1198	20004	11198	20004	21198	20004	31198	20004	
	55305	서브_헬론_3_클리어1_쉐도우	50327	46500	150000	0	0	0	0	0	0	1	1178	20004	11178	20004	21178	20004	31178	20004	
	55311	서브_헬론_3_클리어2	50328	23250	50000	0	0	0	0	0	3	0	31106	0	0	0	0	0	0	0	
	55321	서브_헬론_3_클리어3	50328	15500	0	0	0	0	0	0	3	0	31156	0	0	0	0	0	0	0	
	55401	서브_헬론_4_클리어1_버서커	50327	46500	150000	0	0	0	0	0	0	1	1008	20004	11008	20004	21008	20004	31008	20004	
	55402	서브_헬론_4_클리어1_드래곤	50327	46500	150000	0	0	0	0	0	0	1	1018	20004	11018	20004	21018	20004	31018	20004	
	55403	서브_헬론_4_클리어1_발키리	50327	46500	150000	0	0	0	0	0	0	1	1038	20004	11038	20004	21038	20004	31038	20004	
	55404	서브_헬론_4_클리어1_엘리	50327	46500	150000	0	0	0	0	0	0	1	1048	20004	11048	20004	21048	20004	31048	20004	
	55405	서브_헬론_4_클리어1_쉐도우	50327	46500	150000	0	0	0	0	0	0	1	1028	20004	11028	20004	21028	20004	31028	20004	
	55411	서브_헬론_4_클리어2	50328	23250	50000	0	0	0	0	0	3	0	31106	0	0	0	0	0	0	0	
	55421	서브_헬론_4_클리어3	50328	15500	0	0	0	0	0	0	3	0	31156	0	0	0	0	0	0	0	
//	저주받은탑 미션 보상																				
//	55001	50층_저주받은탑_클리어1_버서커	0	0	0	0	0	0	0	0	3	1	35028	0	35032	0	35036	0	35040	0	
//	55002	50층_저주받은탑_클리어1_드래곤	0	0	0	0	0	0	0	0	3	1	35029	0	35033	0	35037	0	35041	0	
//	55003	50층_저주받은탑_클리어1_발키리	0	0	0	0	0	0	0	0	3	1	35030	0	35034	0	35038	0	35042	0	
//	55004	50층_저주받은탑_클리어1_엘리	0	0	0	0	0	0	0	0	3	1	35031	0	35035	0	35039	0	35043	0	
