//결정화스크립트_Kr			//	Code	조합코드값										LuckyItemType	
//최종수정자:이정환			//	Name	기획작업용 Name											
//			//	sDisplayText				인터페이스 상에 창 명칭을 보여주고자 할때 사용								
//			//	wItemType				아이템 종류 값 명시								
//			//	wLevel				"아이템 스크립트의 레벨 값 ( 악세서리, 특수 악세서리, 재료의 경우 1: 하급 2: 상급 으로 구분)"								
//Version	 1.0.0.5		//					0 이면 아이템 스크립트 레벨값 참조 안함								
//작성일	오후 2:08 2008-07-02		//	mat1Ratio	mat1 이 분해되어 나올 확률											
//			//	mat1	분해되어나오는 결정체 아이템코드											
//			//	matno1	기본 개수 (분해시 제공되는 기본개수)											
//			//	mat1Money	추가 지급 개수에서 사용되는 값   (아이템상점가격/Mat1Moeny)											
//			//	wRandom1Ratio  : 분해 중에 랜덤하게 아이템이 생성되는 확률 개수												
//			//	wRandomStandard			: 분해 중에 랜덤하게 아이템이 생성될 때 기준 개수 (100만)									
//			//	wRandom1	분해중에 랜덤하게 아이템이 생성되는 아이템 코드											
//1.1			//	wRandomNo1 	분해중에 랜덤하게 생성되는 아이템의 개수											
//						0905 추가									0905 엘리트 방어구용 수치값 2 추가	
//설명	조합코드	이름				인챈트등급	결정체1생성확률	결정체1	결정1개수	결정체1생성시계산금액			랜덤생성아이템			
	Code	Name	Ncode	ItemType	ItemLevel	EnchantLV	ResultRatio1	MaterialCode1	MaterialCount1	MaterialMoney1	RandomRatio1	RandomStandardRatio1	RandomItemCode1	RandomItemCount1	LuckyItemType	FieldEnd
	54	채찍	0	5	0	1	100	4951	1	3000	0	1000000	0	0	0	
	55	채찍	0	5	0	2	100	4951	1	3000	0	1000000	0	0	0	
	56	채찍	0	5	0	3	100	4951	1	3000	0	1000000	0	0	0	
	57	채찍	0	5	0	4	100	4951	1	3000	0	1000000	0	0	0	
	58	채찍	0	5	0	5	100	4951	1	3000	0	1000000	0	0	0	
	59	채찍	0	5	0	6	100	4951	1	3000	0	1000000	0	0	0	
	60	채찍	0	5	0	7	100	4951	1	3000	0	1000000	0	0	0	
	61	채찍	0	5	0	8	100	4951	1	3000	0	1000000	0	0	0	
	62	채찍	0	5	0	9	100	4951	1	3000	0	1000000	0	0	0	
	63	채찍	0	5	0	10	100	4951	1	3000	0	1000000	0	0	0	
	64	채찍	0	5	0	11	100	4951	1	3000	0	1000000	0	0	0	
	65	채찍	0	5	0	12	100	4951	1	3000	0	1000000	0	0	0	
	66	에테르클로	0	6	0	0	100	4951	1	3000	0	1000000	0	0	0	
	67	에테르클로	0	6	0	1	100	4951	1	3000	0	1000000	0	0	0	
	68	에테르클로	0	6	0	2	100	4951	1	3000	0	1000000	0	0	0	
	69	에테르클로	0	6	0	3	100	4951	1	3000	0	1000000	0	0	0	
	70	에테르클로	0	6	0	4	100	4951	1	3000	0	1000000	0	0	0	
	71	에테르클로	0	6	0	5	100	4951	1	3000	0	1000000	0	0	0	
	72	에테르클로	0	6	0	6	100	4951	1	3000	0	1000000	0	0	0	
	73	에테르클로	0	6	0	7	100	4951	1	3000	0	1000000	0	0	0	
	74	에테르클로	0	6	0	8	100	4951	1	3000	0	1000000	0	0	0	
	75	에테르클로	0	6	0	9	100	4951	1	3000	0	1000000	0	0	0	
	76	에테르클로	0	6	0	10	100	4951	1	3000	0	1000000	0	0	0	
	77	에테르클로	0	6	0	11	100	4951	1	3000	0	1000000	0	0	0	
	78	에테르클로	0	6	0	12	100	4951	1	3000	0	1000000	0	0	0	
	79	한손석궁	0	7	0	0	100	4951	1	3000	0	1000000	0	0	0	
	80	한손석궁	0	7	0	1	100	4951	1	3000	0	1000000	0	0	0	
	81	한손석궁	0	7	0	2	100	4951	1	3000	0	1000000	0	0	0	
	82	한손석궁	0	7	0	3	100	4951	1	3000	0	1000000	0	0	0	
	83	한손석궁	0	7	0	4	100	4951	1	3000	0	1000000	0	0	0	
	84	한손석궁	0	7	0	5	100	4951	1	3000	0	1000000	0	0	0	
	85	한손석궁	0	7	0	6	100	4951	1	3000	0	1000000	0	0	0	
	86	한손석궁	0	7	0	7	100	4951	1	3000	0	1000000	0	0	0	
	87	한손석궁	0	7	0	8	100	4951	1	3000	0	1000000	0	0	0	
	88	한손석궁	0	7	0	9	100	4951	1	3000	0	1000000	0	0	0	
	89	한손석궁	0	7	0	10	100	4951	1	3000	0	1000000	0	0	0	
	90	한손석궁	0	7	0	11	100	4951	1	3000	0	1000000	0	0	0	
	91	한손석궁	0	7	0	12	100	4951	1	3000	0	1000000	0	0	0	
	92	에테르웨폰	0	8	0	0	100	4951	1	3000	0	1000000	0	0	0	
	93	에테르웨폰	0	8	0	1	100	4951	1	3000	0	1000000	0	0	0	
	94	에테르웨폰	0	8	0	2	100	4951	1	3000	0	1000000	0	0	0	
	95	에테르웨폰	0	8	0	3	100	4951	1	3000	0	1000000	0	0	0	
	96	에테르웨폰	0	8	0	4	100	4951	1	3000	0	1000000	0	0	0	
	97	에테르웨폰	0	8	0	5	100	4951	1	3000	0	1000000	0	0	0	
	98	에테르웨폰	0	8	0	6	100	4951	1	3000	0	1000000	0	0	0	
	99	에테르웨폰	0	8	0	7	100	4951	1	3000	0	1000000	0	0	0	
	100	에테르웨폰	0	8	0	8	100	4951	1	3000	0	1000000	0	0	0	
	101	에테르웨폰	0	8	0	9	100	4951	1	3000	0	1000000	0	0	0	
	102	에테르웨폰	0	8	0	10	100	4951	1	3000	0	1000000	0	0	0	
	103	에테르웨폰	0	8	0	11	100	4951	1	3000	0	1000000	0	0	0	
	104	에테르웨폰	0	8	0	12	100	4951	1	3000	0	1000000	0	0	0	
	105	지팡이	0	10	0	0	100	4951	1	3000	0	1000000	0	0	0	
	106	지팡이	0	10	0	1	100	4951	1	3000	0	1000000	0	0	0	
	107	지팡이	0	10	0	2	100	4951	1	3000	0	1000000	0	0	0	
	108	지팡이	0	10	0	3	100	4951	1	3000	0	1000000	0	0	0	
	109	지팡이	0	10	0	4	100	4951	1	3000	0	1000000	0	0	0	
	110	지팡이	0	10	0	5	100	4951	1	3000	0	1000000	0	0	0	
	111	지팡이	0	10	0	6	100	4951	1	3000	0	1000000	0	0	0	
	112	지팡이	0	10	0	7	100	4951	1	3000	0	1000000	0	0	0	
	113	지팡이	0	10	0	8	100	4951	1	3000	0	1000000	0	0	0	
	114	지팡이	0	10	0	9	100	4951	1	3000	0	1000000	0	0	0	
	115	지팡이	0	10	0	10	100	4951	1	3000	0	1000000	0	0	0	
	116	지팡이	0	10	0	11	100	4951	1	3000	0	1000000	0	0	0	
	117	지팡이	0	10	0	12	100	4951	1	3000	0	1000000	0	0	0	
	118	오브	0	11	0	0	100	4951	1	3000	0	1000000	0	0	0	
	119	오브	0	11	0	1	100	4951	1	3000	0	1000000	0	0	0	
	120	오브	0	11	0	2	100	4951	1	3000	0	1000000	0	0	0	
	121	오브	0	11	0	3	100	4951	1	3000	0	1000000	0	0	0	
	122	오브	0	11	0	4	100	4951	1	3000	0	1000000	0	0	0	
	123	오브	0	11	0	5	100	4951	1	3000	0	1000000	0	0	0	
	124	오브	0	11	0	6	100	4951	1	3000	0	1000000	0	0	0	
	125	오브	0	11	0	7	100	4951	1	3000	0	1000000	0	0	0	
	126	오브	0	11	0	8	100	4951	1	3000	0	1000000	0	0	0	
	127	오브	0	11	0	9	100	4951	1	3000	0	1000000	0	0	0	
	128	오브	0	11	0	10	100	4951	1	3000	0	1000000	0	0	0	
	129	오브	0	11	0	11	100	4951	1	3000	0	1000000	0	0	0	
	130	오브	0	11	0	12	100	4951	1	3000	0	1000000	0	0	0	
	131	갑옷	0	101	0	0	100	4951	9	3000	0	1000000	0	0	0	
	132	갑옷	0	101	0	1	100	4951	9	3000	0	1000000	0	0	0	
	133	갑옷	0	101	0	2	100	4951	9	3000	0	1000000	0	0	0	
	134	갑옷	0	101	0	3	100	4951	9	3000	0	1000000	0	0	0	
	135	갑옷	0	101	0	4	100	4951	9	3000	0	1000000	0	0	0	
	136	갑옷	0	101	0	5	100	4951	9	3000	0	1000000	0	0	0	
	137	갑옷	0	101	0	6	100	4951	9	3000	0	1000000	0	0	0	
	138	갑옷	0	101	0	7	100	4951	9	3000	0	1000000	0	0	0	
	139	갑옷	0	101	0	8	100	4951	9	3000	0	1000000	0	0	0	
	140	갑옷	0	101	0	9	100	4951	9	3000	0	1000000	0	0	0	
	141	갑옷	0	101	0	10	100	4951	9	3000	0	1000000	0	0	0	
	142	갑옷	0	101	0	11	100	4951	9	3000	0	1000000	0	0	0	
	143	갑옷	0	101	0	12	100	4951	9	3000	0	1000000	0	0	0	
	144	프로텍터	0	201	0	0	100	4951	8	3000	0	1000000	0	0	0	
	145	프로텍터	0	201	0	1	100	4951	8	3000	0	1000000	0	0	0	
	146	프로텍터	0	201	0	2	100	4951	8	3000	0	1000000	0	0	0	
	147	프로텍터	0	201	0	3	100	4951	8	3000	0	1000000	0	0	0	
	148	프로텍터	0	201	0	4	100	4951	8	3000	0	1000000	0	0	0	
	149	프로텍터	0	201	0	5	100	4951	8	3000	0	1000000	0	0	0	
	150	프로텍터	0	201	0	6	100	4951	8	3000	0	1000000	0	0	0	
	151	프로텍터	0	201	0	7	100	4951	8	3000	0	1000000	0	0	0	
	152	프로텍터	0	201	0	8	100	4951	8	3000	0	1000000	0	0	0	
	153	프로텍터	0	201	0	9	100	4951	8	3000	0	1000000	0	0	0	
	154	프로텍터	0	201	0	10	100	4951	8	3000	0	1000000	0	0	0	
	155	프로텍터	0	201	0	11	100	4951	8	3000	0	1000000	0	0	0	
	156	프로텍터	0	201	0	12	100	4951	8	3000	0	1000000	0	0	0	
	157	헬멧	0	301	0	0	100	4951	7	3000	0	1000000	0	0	0	
	158	헬멧	0	301	0	1	100	4951	7	3000	0	1000000	0	0	0	
	159	헬멧	0	301	0	2	100	4951	7	3000	0	1000000	0	0	0	
	160	헬멧	0	301	0	3	100	4951	7	3000	0	1000000	0	0	0	
	161	헬멧	0	301	0	4	100	4951	7	3000	0	1000000	0	0	0	
	162	헬멧	0	301	0	5	100	4951	7	3000	0	1000000	0	0	0	
	163	헬멧	0	301	0	6	100	4951	7	3000	0	1000000	0	0	0	
	164	헬멧	0	301	0	7	100	4951	7	3000	0	1000000	0	0	0	
	165	헬멧	0	301	0	8	100	4951	7	3000	0	1000000	0	0	0	
	166	헬멧	0	301	0	9	100	4951	7	3000	0	1000000	0	0	0	
	167	헬멧	0	301	0	10	100	4951	7	3000	0	1000000	0	0	0	
	168	헬멧	0	301	0	11	100	4951	7	3000	0	1000000	0	0	0	
	169	헬멧	0	301	0	12	100	4951	7	3000	0	1000000	0	0	0	
	170	바지	0	401	0	0	100	4951	6	3000	0	1000000	0	0	0	
	171	바지	0	401	0	1	100	4951	6	3000	0	1000000	0	0	0	
	172	바지	0	401	0	2	100	4951	6	3000	0	1000000	0	0	0	
	173	바지	0	401	0	3	100	4951	6	3000	0	1000000	0	0	0	
	174	바지	0	401	0	4	100	4951	6	3000	0	1000000	0	0	0	
	175	바지	0	401	0	5	100	4951	6	3000	0	1000000	0	0	0	
	176	바지	0	401	0	6	100	4951	6	3000	0	1000000	0	0	0	
	177	바지	0	401	0	7	100	4951	6	3000	0	1000000	0	0	0	
	178	바지	0	401	0	8	100	4951	6	3000	0	1000000	0	0	0	
	179	바지	0	401	0	9	100	4951	6	3000	0	1000000	0	0	0	
	180	바지	0	401	0	10	100	4951	6	3000	0	1000000	0	0	0	
	181	바지	0	401	0	11	100	4951	6	3000	0	1000000	0	0	0	
	182	바지	0	401	0	12	100	4951	6	3000	0	1000000	0	0	0	
	183	부츠	0	501	0	0	100	4951	5	3000	0	1000000	0	0	0	
	184	부츠	0	501	0	1	100	4951	5	3000	0	1000000	0	0	0	
	185	부츠	0	501	0	2	100	4951	5	3000	0	1000000	0	0	0	
	186	부츠	0	501	0	3	100	4951	5	3000	0	1000000	0	0	0	
	187	부츠	0	501	0	4	100	4951	5	3000	0	1000000	0	0	0	
	188	부츠	0	501	0	5	100	4951	5	3000	0	1000000	0	0	0	
	189	부츠	0	501	0	6	100	4951	5	3000	0	1000000	0	0	0	
	190	부츠	0	501	0	7	100	4951	5	3000	0	1000000	0	0	0	
	191	부츠	0	501	0	8	100	4951	5	3000	0	1000000	0	0	0	
	192	부츠	0	501	0	9	100	4951	5	3000	0	1000000	0	0	0	
	193	부츠	0	501	0	10	100	4951	5	3000	0	1000000	0	0	0	
	194	부츠	0	501	0	11	100	4951	5	3000	0	1000000	0	0	0	
	195	부츠	0	501	0	12	100	4951	5	3000	0	1000000	0	0	0	
	196	장갑	0	601	0	0	100	4951	4	3000	0	1000000	0	0	0	
	197	장갑	0	601	0	1	100	4951	4	3000	0	1000000	0	0	0	
	198	장갑	0	601	0	2	100	4951	4	3000	0	1000000	0	0	0	
	199	장갑	0	601	0	3	100	4951	4	3000	0	1000000	0	0	0	
	200	장갑	0	601	0	4	100	4951	4	3000	0	1000000	0	0	0	
	201	장갑	0	601	0	5	100	4951	4	3000	0	1000000	0	0	0	
	202	장갑	0	601	0	6	100	4951	4	3000	0	1000000	0	0	0	
	203	장갑	0	601	0	7	100	4951	4	3000	0	1000000	0	0	0	
	204	장갑	0	601	0	8	100	4951	4	3000	0	1000000	0	0	0	
	205	장갑	0	601	0	9	100	4951	4	3000	0	1000000	0	0	0	
	206	장갑	0	601	0	10	100	4951	4	3000	0	1000000	0	0	0	
	207	장갑	0	601	0	11	100	4951	4	3000	0	1000000	0	0	0	
	208	장갑	0	601	0	12	100	4951	4	3000	0	1000000	0	0	0	
	209	벨트	0	701	0	0	100	4951	3	3000	0	1000000	0	0	0	
	210	벨트	0	701	0	1	100	4951	3	3000	0	1000000	0	0	0	
	211	벨트	0	701	0	2	100	4951	3	3000	0	1000000	0	0	0	
	212	벨트	0	701	0	3	100	4951	3	3000	0	1000000	0	0	0	
	213	벨트	0	701	0	4	100	4951	3	3000	0	1000000	0	0	0	
	214	벨트	0	701	0	5	100	4951	3	3000	0	1000000	0	0	0	
	215	벨트	0	701	0	6	100	4951	3	3000	0	1000000	0	0	0	
	216	벨트	0	701	0	7	100	4951	3	3000	0	1000000	0	0	0	
	217	벨트	0	701	0	8	100	4951	3	3000	0	1000000	0	0	0	
	218	벨트	0	701	0	9	100	4951	3	3000	0	1000000	0	0	0	
	219	벨트	0	701	0	10	100	4951	3	3000	0	1000000	0	0	0	
	220	벨트	0	701	0	11	100	4951	3	3000	0	1000000	0	0	0	
	221	벨트	0	701	0	12	100	4951	3	3000	0	1000000	0	0	0	
	222	셔츠	0	801	0	0	100	4951	2	3000	0	1000000	0	0	0	
	223	셔츠	0	801	0	1	100	4951	2	3000	0	1000000	0	0	0	
	224	셔츠	0	801	0	2	100	4951	2	3000	0	1000000	0	0	0	
	225	셔츠	0	801	0	3	100	4951	2	3000	0	1000000	0	0	0	
	226	셔츠	0	801	0	4	100	4951	2	3000	0	1000000	0	0	0	
	227	셔츠	0	801	0	5	100	4951	2	3000	0	1000000	0	0	0	
	228	셔츠	0	801	0	6	100	4951	2	3000	0	1000000	0	0	0	
	229	셔츠	0	801	0	7	100	4951	2	3000	0	1000000	0	0	0	
	230	셔츠	0	801	0	8	100	4951	2	3000	0	1000000	0	0	0	
	231	셔츠	0	801	0	9	100	4951	2	3000	0	1000000	0	0	0	
	232	셔츠	0	801	0	10	100	4951	2	3000	0	1000000	0	0	0	
	233	셔츠	0	801	0	11	100	4951	2	3000	0	1000000	0	0	0	
	234	셔츠	0	801	0	12	100	4951	2	3000	0	1000000	0	0	0	
	235	하급반지	0	811	1	0	100	4952	1	3000	0	1000000	0	0	0	
	236	상급반지	0	811	2	0	100	4952	1	3000	0	1000000	0	0	0	
	237	하급목걸이	0	821	1	0	100	4952	1	3000	0	1000000	0	0	0	
	238	상급목걸이	0	821	2	0	100	4952	1	3000	0	1000000	0	0	0	
	239	하급버서커특수액세서리	0	831	1	0	100	4952	1	3000	0	1000000	0	0	0	
	240	상급버서커특수액세서리	0	831	2	0	100	4953	1	3000	0	1000000	0	0	0	
	241	하급드래곤특수액세서리	0	841	1	0	100	4952	1	3000	0	1000000	0	0	0	
	242	상급드래곤특수액서서리	0	841	2	0	100	4953	1	3000	0	1000000	0	0	0	
	243	하급쉐도우특수액세서리	0	861	1	0	100	4952	1	3000	0	1000000	0	0	0	
	244	상급쉐도우특수액세서리	0	861	2	0	100	4953	1	3000	0	1000000	0	0	0	
	245	하급발키리특수액세서리	0	851	1	0	100	4952	1	3000	0	1000000	0	0	0	
	246	상급발키리특수액세서리	0	851	2	0	100	4953	1	3000	0	1000000	0	0	0	
	247	하급엘리멘탈특수액세서리	0	871	1	0	100	4952	1	3000	0	1000000	0	0	0	
	248	상급엘리멘탈특수액세서리	0	871	2	0	100	4953	1	3000	0	1000000	0	0	0	
//럭키 아이템 그룹																
//	249	양손도끼(럭키)	0	1	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	250	양손검(럭키)	0	2	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	251	한손검(럭키)	0	3	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	252	창(럭키)	0	4	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	253	채찍(럭키)	0	5	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	254	에테르클로(럭키)	0	6	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	255	한손석궁(럭키)	0	7	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	256	에테르웨폰(럭키)	0	8	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	257	지팡이(럭키)	0	10	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	258	오브(럭키)	0	11	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	259	갑옷(럭키)	0	101	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	260	갑옷(럭키)	0	101	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	261	갑옷(럭키)	0	101	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	262	갑옷(럭키)	0	101	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	263	갑옷(럭키)	0	101	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	264	갑옷(럭키)	0	101	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	265	갑옷(럭키)	0	101	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	266	갑옷(럭키)	0	101	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	267	갑옷(럭키)	0	101	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	268	갑옷(럭키)	0	101	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	269	갑옷(럭키)	0	101	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	270	갑옷(럭키)	0	101	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	271	갑옷(럭키)	0	101	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	272	프로텍터(럭키)	0	201	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	273	프로텍터(럭키)	0	201	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	274	프로텍터(럭키)	0	201	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	275	프로텍터(럭키)	0	201	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	276	프로텍터(럭키)	0	201	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	277	프로텍터(럭키)	0	201	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	278	프로텍터(럭키)	0	201	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	279	프로텍터(럭키)	0	201	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	280	프로텍터(럭키)	0	201	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	281	프로텍터(럭키)	0	201	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	282	프로텍터(럭키)	0	201	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	283	프로텍터(럭키)	0	201	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	284	프로텍터(럭키)	0	201	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	285	헬멧(럭키)	0	301	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	286	헬멧(럭키)	0	301	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	287	헬멧(럭키)	0	301	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	288	헬멧(럭키)	0	301	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	289	헬멧(럭키)	0	301	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	290	헬멧(럭키)	0	301	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	291	헬멧(럭키)	0	301	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	292	헬멧(럭키)	0	301	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	293	헬멧(럭키)	0	301	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	294	헬멧(럭키)	0	301	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	295	헬멧(럭키)	0	301	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	296	헬멧(럭키)	0	301	0	11	100	6503	20	2000	0	1000000	0	0	1	
//	297	헬멧(럭키)	0	301	0	12	100	6503	20	2000	0	1000000	0	0	1	
//	298	바지(럭키)	0	401	0	0	100	6503	20	2000	0	1000000	0	0	1	
//	299	바지(럭키)	0	401	0	1	100	6503	20	2000	0	1000000	0	0	1	
//	300	바지(럭키)	0	401	0	2	100	6503	20	2000	0	1000000	0	0	1	
//	301	바지(럭키)	0	401	0	3	100	6503	20	2000	0	1000000	0	0	1	
//	302	바지(럭키)	0	401	0	4	100	6503	20	2000	0	1000000	0	0	1	
//	303	바지(럭키)	0	401	0	5	100	6503	20	2000	0	1000000	0	0	1	
//	304	바지(럭키)	0	401	0	6	100	6503	20	2000	0	1000000	0	0	1	
//	305	바지(럭키)	0	401	0	7	100	6503	20	2000	0	1000000	0	0	1	
//	306	바지(럭키)	0	401	0	8	100	6503	20	2000	0	1000000	0	0	1	
//	307	바지(럭키)	0	401	0	9	100	6503	20	2000	0	1000000	0	0	1	
//	308	바지(럭키)	0	401	0	10	100	6503	20	2000	0	1000000	0	0	1	
//	309	바지(럭키)	0	401	0	11	100	6503	20	2000	0	1000000	0	0	1	
